label,tweet,id
2,<username> whoever made this twitter doesnt like the lakers they r making a comeback but this accnt still continues to trash talk em,1165
1,<username> just waitkarma is a bitch,1166
1,hats off to all hoodrat chicks from the ghetto who have anxiety attacks at formal events,1167
1,rt <username> mannn these hoes for everybody other words dont love these hoes especially at famu,1168
2,<username> i didnt think you knew of a bird that couldnt be tamed cajuncharm,1169
1,rt <username> lmfao bitch got my phone <url>,1170
1,<username> yuhh im finna hit that hoe & 128513 & 128077,1171
1,<username> money getting taller and bitches getting blurry,1172
1,i like my bitches bad wit a lil attitude,1173
1,<username> bitch those are the same options,1174
1,cant stand when i see a female just get out of relationship & amp 2 days later their talking to another guy hoes gonna be hoes smh,1175
1,rt <username> <username> quote this with a funny caption <url> niggas gotta hit their side bitch with this in th & 8230,1176
2,not fun <username> when you have braxton hicks and cramps regularly from moving around you try it,1177
1,rt <username> whats going down pussies,1178
1,slay me lolz jk bitch ill cut you emabiggestfans 1d,1179
1,feel like i aint did this in a while let me warm up eat that pussy for a half an hour got her goin nuts,1180
1,<username> <username> bruh im under 2 blankets like a bitch right now,1181
1,lmao if i catch u in tha field im blowin & 128299 & 128168 & 128299 & 128168 & 128299 & 128168 & 8220 <username> <username> shut yo bitch ass up opp lol & 8221,1182
1,rt <username> stop gassing up these regular ass bitches,1183
1,lil riri sittin pretty while u bitches layin petty,1184
1,<username> i dont got any beef with you but tell yo boy alex to stop acting like bitch and bring his duck ass up here,1185
1,<username> and your an annoying ass fuck boy he could of still meet up and fight somwhere else u can shut that bitch shit up fuck boy,1186
1,smellin good bitches wanna hug me,1187
2,happy birthday bird <username>,1188
1,trust no player fear no bitch,1189
1,rt <username> all it takes is one bitch ass monkey or human to fuck up every bodies peace and serenity,1190
1,<username> almost mad a nigguh catch some stacks at lunch close one,1191
2,rt <username> & 127482 & 127480 fec may yank 1st amendment guards for drudge rest of internet <url> wiunion,1192
0,& 8220 <username> if u ask me every bitch gay & 8221or bi,1193
1,<username> this bitch <username>,1194
1,rt <username> racist white cops arresting blacks again cant wait till black cops arrest whities then hear them bitch fastfoodstrike,1195
2,rt <username> shy bladder group protests rob lowe directv ad <url>,1196
1,<username> bitch & 128530 yeah it was me caught me red handed sorry <username>,1197
0,<username> fag,1198
1,rt <username> juice should have been dead his bitch ass sonsofanarchy,1199
1,& 8220 <username> these hoes be playing w me like i wont send baby cain at they niggah & 8221yesss messy,1200
1,rt <username> <username> youre such a queer & 58386,1201
2,<username> <username> that was my mock done on a simulator check it out pick your team how many rounds and go for it,1202
1,fuck around and waste my time and ill fuck that bitch you hate and that one friend you love & 9996 & 65039,1203
1,i wanna be around bitches & amp have fun & 128556,1204
2,my phone on 10 % fml i still gotta get to the yellow sign lol motivation lol btw i zoomed in 2x lol <url>,1205
1,be a dog to these bitches bt be a king to ya queen,1206
1,pretty weird that flight attendants are instructed to say & 8220welcome to the oc bitch & 8221 as you exit the plane,1207
1,sit the fuck down bitch rt <username> stfu rt <username> y & 8217all act like it doesn & 8217t get cold in denver,1208
1,im back bitch,1209
2,sundays are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league,1210
1,rt <username> when a bitch start looking at bae & 128530 & 128514 <url>,1211
2,this bro is just rippin apart a bird about 10 feet from us redtail hawk <url>,1212
1,rt <username> i spray clorox on the seat after bitches use it i aint had that much trust in females since sam rothstein met ginger,1213
1,you can call me a bitch ok but a the thief get out of here smdh,1214
1,2 bad bitches 3 glocks 4 choppas,1215
2,ruinacomedian <username> charlie lapdance,1216
1,<username> <username> who the hell needs permission for anything from that fatassed ghetto whore,1217
1,rt <username> come 2 henderson kilgore longview it dont even matter but you dumb ass hoes gone fuck around & ampget your soul taken fro & 8230,1218
1,all i kno is make them hoes cone joints,1219
2,apolonia gardner of imperial ca misspells phalarope a bird that resembles a sandpiper the dreaded schwa spellingbee,1220
1,<username> laughin at my screenshots no bitch this might be a code red,1221
1,rt <username> some of yall hoes thighs be so thick and cant even walk yankee food,1222
1,rt <username> just because i think youre fine dont mean i want you you appealing to my eyes not my heart bitch,1223
2,embrace it love it flip this group of mine runoff water colored turds off and make a pick,1224
0,<username> sion is a faggot very meh ganks pre 6 and post 6 his ganks are still pretty meh hes just a tank nothing special imo mao,1225
1,rt <username> 24 her when we found her she was so sloppy and i tried to drag her to the car she was fighting back and the bitch was hea & 8230,1226
1,rt <username> <username> autocorrect its a bitch,1227
1,<username> salty pussy,1228
1,girl you eating more pussy then me girl you should have been a nigga,1229
2,<username> waco is ghetto hahaha wait til we go pick up nat in austin tomorrow,1230
0,<username> kill the coons,1231
1,making the shittiest pigs in a blanket but theyre gonna be good im not tryna impress gordon ramseys bitch ass im trying to make poop,1232
1,rt <username> as a girlfriend you have to accept the fact hoes are gonna be all up in his face but as a boyfriend he better let them & 8230,1233
2,if u dont buy the box of colored goldfish you r a racist tbh,1234
1,& 8220 <username> i am not a bitch i am the bitch so that is ms bitch to you & 128540 & 8221,1235
1,<username> you a drunk bitch,1236
2,jm sorry to hear this rt <username> im going to chipotle for the first time it better not be trash,1237
1,the monday has been a bitch,1238
1,new years ever get at me bitch loaded gfu 2013 & 127881 <url>,1239
1,stupid hoe is so wack & 127926 & 128526,1240
2,<username> <username> <username> yes true reagan was the firstike wouldnt while president and he was supreme allied commander,1241
1,addicted to pussy poppin,1242
1,rt <username> i look at every bitch ass that walk past me,1243
1,this bitch slow playin like the fuckkk,1244
1,& 8220 <username> im dres a bitch tho & 8221 & 128527,1245
2,rt <username> eagles 5hrs till the birds kick some assbleedgreen,1246
1,rt <username> females are more thirsty for attention than males are for pussy,1247
1,rt <username> this really how bitches be to lmfao & 128514 <url>,1248
1,rt <username> bitches who smoke cigs are disgusting cuh,1249
1,<username> <username> yall playful dont come dumb hoes,1250
1,i love you my nigguh but your a grown ass man <url>,1251
1,rt <username> u bitches aint paying my billsso fuck you,1252
1,been told by a lot of people that im cool then a hoe and that they dont understand why someone wouldnt like me,1253
1,<username> & 128514 & 128514 & 128514 & 128514 pot of gold ass nigguh,1254
1,<username> dm me your number hoe,1255
1,rt <username> love a bitch that never act hollywood,1256
1,<username> <username> nah its bc im a bad bitch,1257
1,cant turn a hoe into a house wife fact,1258
2,rt <username> time to bounce in the bronx letsgoyankees walkoff <url>,1259
1,rt <username> kissing a girl you you actually really like feels better than fucking a sloppy hoe,1260
2,id rather hear neal degrasse tyson tell me about scientific mistakes in their assumptions than some wasp <url>,1261
0,rt <username> fuck michelle obama that monkey doesnt belong in the white house,1262
1,<username> yourenotmytype if my fade is perpetually fresher than yours thats a real ass bitch rite there,1263
1,rt <username> big booty = sour face no hair or she a hoe,1264
1,dont k me you bitch,1265
1,rt <username> <username> & 128530 & 9995 naw bruh member when you said that it was your snow and your bitches & 128514 & 128514 thats my cake & 128079,1266
1,rt <username> the his momma dead bitch really think i cant connect my own lucky number face <url>,1267
1,rt <username> kevin gates said real niggas eat booty real niggas please they bitches ion get tieddd & 128514 & 128564 & 128564 & 128564 & 128567 & 128567 & 128567 & 128567 & 128567 & 128567,1268
1,this is no excuse to call me bitch you got caught stop,1269
2,<username> thank you dawn i see our state bird graces your avatar,1270
1,rt <username> i give a shoutout to these bitches bc they hustlas too & 128076 & 128184 & 128181,1271
1,can you imagine tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful,1272
1,<username> them peeps who bitches,1273
1,all these hoes fuckin be careful just cos she look good dont mean shes good for you,1274
1,<username> hoe b4 brossmh,1275
1,& 8220 <username> clingy girlfriends are the best & 128175 & 10084 & 65039 & 128553 & 128143 <url> stop lying to these hoes bro that shit annoying,1276
1,texting this bitch like she main material fuck that shit she finna get these youza hoe text,1277
1,if her mom wasis a hoe then shes most likely a hoe too where do you think she learned it from,1278
2,rt <username> nerds are cool because they get really judgey about other nerds being passionate about things they arent passionate abo,1279
1,i wouldnt bring my girl around nobody but leo & 1041204 & 1041204 & 9995 he the only niggah i know that wouldnt mess with any of the <url>,1280
1,<username> <username> funny to read retard liberal tweets but anand u didnt delete salwar tweet anyway say hi to digvijaysingh,1281
1,ronny kamm is a pussy,1282
1,hoes all on my bandwagon your bitch gaggin she jet laggin a $ ap,1283
1,rt <username> & 8220 <username> why do niggas settle for easy bitches like dont yall wanna bitch that challenges you to better yoursel & 8230,1284
1,rt <username> how do bitches & 8220peep everything & 8221 but still getting cheated on something not adding up,1285
1,<username> <username> wow and there are white people and there are crackers guess which one u are,1286
1,too much shit going on to deal with another bitch nonsense,1287
1,<username> crusty hoe,1288
1,wtf for real now all these stupid bitches are cutting over some kid smoking pot i can guarantee over half of them smoke pot themselves smh,1289
2,even liberals are humiliated by charlie rangel & 8217s claim the gop backs slavery hot air <url>,1290
1,eat her pussy when she mad eat her pussy when she sad eat her pussy when she sleep & 128564 eat her pussy when she horny eat her pussy,1291
1,yall dumb bitches out here fucking up,1292
1,cuz they dont wanna b saved rt <username> why is saving hoes bad,1293
1,rt <username> you bitches could never be nae let him tell you he love him some nae & 128143 & 128145 & 128081,1294
1,<username> yeah right pussy,1295
2,<username> those nudes were trash & 128514 & 128514 & 128514 & 128557 & 128557 & 128557 & 128557,1296
1,chop the top on the porsche thats a headless horse extendo long as an extension cord bitch i ball like jordan and i play full court,1297
1,rt <username> dont worry about my old bitch or my next bitch,1298
1,<username> smd bitch,1299
1,fire bitch <url>,1300
1,rt <username> if this ugly to you you either a gay nigga or a hating ass bitch <url>,1301
1,i really want an xbone now and if you said i would say this a week ago i would call you a super retard,1302
1,ran here from my house too im kinda retarded lol,1303
1,niggas with bitch tendencies,1304
1,<username> fuck bitches get money,1305
1,horny mature babe in a kimono has her pussy fingered and & 160fucked <url>,1306
1,rt <username> a womans revenge to a man is being a hoe,1307
1,bitch im me so who u,1308
1,rt <username> not into dressin to impress these bitches or niggas,1309
1,& 8220 <username> liking all my pictures to get a follow ass bitches & 128514 & 128514 & 128557 & 128557 & 128557,1310
1,power bomb dat hoe,1311
1,<username> bitch i called yu back,1312
1,rt <username> you local ass bitch,1313
1,stop hatin niggah i got ya girlfriend callin you a hater niggah & 128514 & 128514 & 128514,1314
1,i curved yo bitch your welcome,1315
1,<username> <username> <username> i was nice to the dumb bitch then she puts her nose all up in my business eat shit white trash hoe,1316
1,<username> lmaonigga talking like he bag bitches,1317
1,im our here filling these hoes jaw side,1318
1,my bad dawg thats yo hoe & 128564,1319
1,rt <username> have you bitches done your kegals today,1320
1,not even 20 and ive already smoked out 2 countries bitch i do what the fuck i want,1321
0,<username> <username> <username> the nig is fun to watch got to admit ebola boy can speak broken spanish too lol,1322
1,rt <username> a loyal girl really truly does come with a smart mouth and arguments only a hoe will let you do as you please cause she g & 8230,1323
1,putin making <username> look like a bitch on foreign policy,1324
1,<username> fag lol,1325
1,damn birds stay shitting on my car,1326
2,rt <username> part of my cousin dannys yankee swap pretty hilarious very clever and very danny <username> <url>,1327
1,rt <username> <username> hahahaha signs be funny than a bitch,1328
2,you like those honestly they tasted like the sole of my shoes rt <username> <username> thats a shame,1329
2,rt <username> can someone find the georgia fan who talked trash to me and told me he hope we dont end up like tennessee tell him im & 8230,1330
0,rt <username> proudly a racist u dumb nigger,1331
1,<username> <username> <username> that bitch is so stupid its the bey hive not the bee hive lil kim was the queen b bey is queen b,1332
1,social networks will ruin a bitches game,1333
1,rt <username> & 8220 <username> nigga damn & 128556 & 128563 <url> dej loaf got all these bitches getting tryed & 128557 & 128557 & 128557 & 128557 & 128557,1334
1,rt <username> <username> being a hoe is a talent das why girls put booking info in they bio when they get 5k followers,1335
1,oomf got the hoes,1336
1,my nig been talking bout what he gonna be for halloween since july to excited,1337
1,rt <username> <username> <username> with me bitch,1338
1,<username> lol nahh bitch dont put yo life on me ole cant drink water after 8 ass nigga pissinindabedassboy,1339
1,steve mcnair got murdered by his side bitch man life is crazy,1340
1,girls be like 102312 i love you babe & lt3 hoe isnt that today,1341
1,no way all u niggers are employees of the month,1342
1,you bitches got me all the way fucked up idc how many pineapples yall eat your pussy still gon taste the same so give that shit up please,1343
1,<username> i hate those creepy ass dolls that call you dada im like bitch i aint yo daddy,1344
2,<username> purple monkey,1345
1,<username> fuck bitches get money,1346
2,<username> ashley young has tried to deny that bird s landed in his mouth & gt <url> <url> hahaha,1347
1,rt <username> trent richardson so trash,1348
1,rt <username> & 8220 <username> dez is caked up with some bitch or something cause hes not playing like dez bryant & 8221 & 128514 & 128514 & 128514 & 128557 & 128557 god dammit patr & 8230,1349
1,on a scale of 1 to redneck im watching days of thunder right now gocruise,1350
0,<username> sounds like a good idea but i want my word to be spread jews niggers and commies alike,1351
1,i got 2 bitches if them bitches snitching then finger itchin shot em the kitchen makem wash the dishes,1352
1,uh cody called me a punk ass bitch and i said i think you meant to say boss ass bitch but ill let it go ctfu & 128514,1353
1,<username> you unfollowed me because you think youre the shit and use follow trains to gain and then just unfollow cause youre a pussy,1354
1,rt <username> this nigga tried to hate on me to a bitch and she told this cornball im that nigga <url>,1355
2,try rexs new water roasted tomatopotato sawdust crackers loaded with enough sodium as to make lots wife look unsavory only 2299 a box,1356
1,jessie andrews has the best girl on girl scenes in porn love the way she makes bitches cum,1357
1,<username> hes fucking trash,1358
1,<username> you know pens for school to cut all them bitches,1359
1,i spy a couple thirsty hoes on insta,1360
1,i wish i had a reason to buy a suit for a wedding but clearly bitches dont know what those are,1361
1,rt <username> mayweather a lil bitch this nigga out here dancing,1362
1,girls be like 11313 i love you babe & lt3 bitch isnt that today,1363
1,rt <username> write in christine laporta for mosen ferguson she represents all chappellenadal refer to whites as crackers & amp kkk ht & 8230,1364
1,rt <username> <username> gotta link with bro rambo & 128181 & 128299 fashoo nd we gotta pull up ona pussy boys,1365
1,<username> <username> nigga i still pull tho and fuck you bitch u stfu,1366
1,<username> mostly move ya dumb bitch haha,1367
2,cleveland is the best team for manziel honestly the oc can use the offense he had with the redskins & amp the browns d is nice wit a def hc,1368
2,<username> yeahi dont think its about injuns i think redskins is about politics and alcoholism in washingtondc,1369
2,my nicca drake gear game is all bad lol,1370
1,started with 100 bricks now im sold out bitch,1371
1,yo bitch lookin like she wana fuck summn,1372
1,i was smoking a blunt outside and these nasty country bitches jumped into the lake naked & 128514 & 128514 & 128514 that lake is nasty as fuck & 128567,1373
1,rt <username> bitches twerk to anything rock countrythese bitches a twerk to gospel to take me to the king & 128553 & 128553,1374
2,rt <username> whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine,1375
0,happppppy birthdayyyy & 1041191 & 1041196 & 1043215 lol niggahs is really 21 in this bitch & 1043358 & 1041219 <url>,1376
1,rt <username> you gotta fuck ugly bitches from 3 towns over that youll never see again so you can work the kinks out of your sex ga & 8230,1377
1,i eat generic oreos baller with a budget bitch,1378
1,<username> jk i would be a bitch if i got them done,1379
1,rt <username> that awkward moment when you hold the door for someone and they use the door next to it like bitch you better back th,1380
1,rt <username> <username> how you fucc for cash but u not a hoe and how im going to respect u if your poccets broke nip & 8230,1381
1,rt <username> & 128064 & 127939 <username> does sza have freckles on her pussy too,1382
1,stay pooned bitches,1383
1,rt <username> niggaz talk more than bitches these days,1384
1,puts peoplebitch face on,1385
1,stupid bitches & 9995 & 128529 & lt & lt & lt fuck & 128530,1386
1,rt <username> going as candace for halloween lmao ugly bitch,1387
1,<username> hey you bitch you should get the <username> on your show theyd be perfect for it im kidding about the bitch part,1388
1,how do you know my twitter password bitch please,1389
2,flappy bird stresses me out,1390
2,i like rivers he talks a lot of trash you can tell he loves the game,1391
1,see why these pussies need their guns <url>,1392
1,that ass so retarted it belongs on a short yellow bus & 127825 & 128652,1393
1,my sister use to walk the blade everynight so the way i see it that bitch dont have no place to try & amp tell me wtf i should & amp shouldnt do,1394
1,<username> <username> man yall niggas chill man im high af tho yall niggas aint even tell me who the hoe is & 128564 & 9995,1395
0,<username> whatever hoe bitch 1 them fags beat yall sad asses too,1396
1,just passed my exs neighborhood and came across the thought that in the end i was the side bitch,1397
1,you wanna hot body you wanna bugatti you wanna maserati you better rob a bank bitch,1398
1,jenna came for one pair of shoes took two pair & amp four shirts in case her retarded ass is going to work lol,1399
2,<username> <username> when mary asked him about it said the part you eat is whiteyou throw the yellow away,1400
1,<username> shut up with your arsenal already you bitch,1401
1,<username> hoesaintloyal well theyre hoesno one expects them to be loyal,1402
1,<username> nigga what u talkn bout tell them hoes get on they dj unk shit if they aint sucking walk it out,1403
1,pornandroidiphoneipadsexxxx hairy hairy florence shoves a dildo in her hairy red pussy <url>,1404
1,rt <username> say dat shit again rt <username> bad bitches hate broke niggaz but you knew that already,1405
1,rt <username> run up on a nigga get to squeezing hoe hahaa,1406
1,rt <username> gotta keep these hoes on point <url>,1407
2,<username> <username> <username> oh yeah and the annoying damn duck calls they outta be banned duck horns,1408
1,im done with life <username> im just ready to wake up and have pussy for breakfast everyday,1409
2,<username> is he chunky,1410
1,rt <username> glizzygang bitch,1411
1,my tail just said he dropped 20k to pay off the last of his student loans and clams he is broke nigga u just dropped 20k like its nothing,1412
1,<username> check out our 12th man cowboysnation even with all those faggot ny fans in the stands,1413
2,hba trash,1414
1,niggas not stepping up they still tryna get back in the day kinda pussy lol,1415
1,good morning monday i have my truck money full tank and i didnt do any homework your my bitch monday,1416
1,rt <username> when the side bitch try to approach you in public <url>,1417
1,rt <username> i never had a nigga taken from me & 128564 & 128514 in order to take him from me he must not return & 128526 & 128520 & 128541 keep that in mind bitch & 128129,1418
1,rt <username> i know you have me blocked but next week bitch <username>,1419
1,pussy,1420
1,its out b day bitches & 128540 & 128540 <username> <url>,1421
1,if bitches wanna nigga get off the couch and go fine one & 128129,1422
1,<username> hot meat <url> sexy as fuck scally lad i would love to meet him and his trainers,1423
1,after the leg workout i was put through today walking up the stairs is a straight up bitch ouch,1424
1,completely off topic idgaf about that pretty hoe tho,1425
1,this is fucked up lmao whore bitch which one are you cheaters better go to maaco dead <url>,1426
1,rt <username> shout out to my mama cause she aint raise no hoe,1427
1,man if a bad washington heights chick on dyckman likes me grabs her pussy and yells out whats good son im still fuckin,1428
2,<username> bandana orian they called me trailer trash for wearing my lil country getup & 128545,1429
1,i dont get why bitches blame the hoe their man cheated on them withit was both their faulttheir boyfriend couldve said no,1430
1,rt <username> pop a molly why dont you hoes start poppin some birth control & 128138 & 128076,1431
1,damn some oreos would be so fucking clutch right now,1432
1,rt <username> ok seriously fuck the people who slam on their breaks when the light turns yellow floor that shit bitch,1433
0,<username> <username> lmao nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswaagg,1434
1,and a hoe gon be a hoe regardless,1435
1,married a skinny bitch but trickin wit a thick bitch she got sum big hips i call that boa a hypocrite,1436
1,<username> <username> lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy,1437
1,no bitch i did not want to wear makeup,1438
1,never give the next bitch an opportunity to prosper off of your name,1439
1,broke bitches that talk shit now them the bitches i stunt for & 9994,1440
1,20k tweets hoe id like to thank all my supportive fans & 9996 & 65039 more tweets to come,1441
1,rt <username> bitches aint shit hoes aint neither,1442
1,nicca n dis bitch playin games on his phone,1443
1,i know outback when i see outback hoe,1444
1,omg rt <username> have yall ever met a dyke who didnt have a kid,1445
1,man i do have hoes and they are all in the same location & 128589,1446
1,if everybody already hit of course a nigga cant take you seriously idk why hoes be so surprised,1447
1,rt <username> sinclair hoes dont care how fat they are they all still wear yoga pants and belly shirts,1448
1,rt <username> you can only call the janoskians faggots if youre a janoskianator,1449
1,for all you hoes know i could be dj zetti,1450
2,man arrested after 40 opened nip bottles of vodka found in car <url>,1451
1,<username> she can suck dick tho thats better than brownies,1452
1,<username> bring it bitch,1453
1,okay ill stop being a bitch now maybe & 128514,1454
1,rt <username> lying ass bitch <url>,1455
1,<username> <username> look here bitch if i wanted to be gramatically correct i would have,1456
1,rt <username> chrisbrown a bitch 4 hittin a woman jayz a bitch 4 lettin a woman hit him bitches needa make up ya mind & 128134 yah want yah a & 8230,1457
0,<username> <username> say that shit to my face bruh you a bitch for gettin in a man u dont know business handle yo own shit,1458
2,finally got an updated pic with angel wing colored <url>,1459
0,<username> some negro amigo pulled a gun on nate and i a few weeks ago i was stoked & 128299 & 128299 & 128299,1460
1,rt <username> & 8220 <username> <username> <url> bitches have me like,1461
1,<username> sockin bitches in they mouf,1462
1,rt <username> <username> get downstairs and play me im fifa bitch,1463
1,rt <username> hoes aint shit rt <username> how superficial bitches are <url>,1464
2,i like the yankees toinight 107 <url>,1465
1,rt <username> sick of bitches bitching about other bitches,1466
1,rt <username> im fukin yo bitch u mad as shit,1467
2,rt <username> downloaded flappy bird 5 minutes ago its already deleted,1468
1,extra hard for these hoes,1469
1,<username> got bitches in the dm but i dont ever readem which is y your top 3,1470
1,a lot of dumb bitches out here,1471
1,rt <username> she play quarterback and got a cheerleader girlfriend yupp this hoe more of a man than ill ever be <url>,1472
1,im just a young niggah tryna live my life long,1473
1,& 8220 <username> <username> good pussy have a nigga like <url> funniest thing ive ever seen on my tl & 128557 & 128557 & 128557 & 8221,1474
1,no time for bitch niggas,1475
1,rt <username> you know my motto it aint tricking if shes worth it but fuck first trick later depending on the potency of the pussy,1476
1,if you got a good girl dont turn her into a bad bitch,1477
2,rt <username> remember in 2001 when the yankees were in boston and the crowd was cheering usa instead of yankees suck i love baseba & 8230,1478
1,<username> <username> lmao take off thru quavo cant do shit but make hooks offset da only 1 solid but i kno niccas been tellin him dat,1479
1,rt <username> i deadass took this after i ate a darkskin bitch pussy the other day neveragain <url>,1480
1,<url> crystal star & 8211 leggy and playful babe crystal star spreads her pussy for & 160you <url>,1481
1,i cant express how much i hate sam he is by far hands down no questions asked my least favorite character so bitch made freaksandgeeks,1482
1,& 8220 <username> if a bitch comes for me i hope she bout all that slick shit she yapping about & 128064 & 8221 thuggin,1483
2,rt <username> lester the parasitic spider monkey had 1 redeeming quality he ran the boat & amp the boat attracted women only in c & 8230,1484
1,<username> fuck you tonyyou greaseball piece of shit,1485
0,lmaooo rt <username> she a tranny if she can open a jar of pickles by herself,1486
1,hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch dont even kno,1487
1,remember when i would spank everyone in meme wars because i do faggots,1488
1,rt <username> smack a bitch bitches love hand prints on their ass,1489
1,<username> aha your welcome niggah & 128520,1490
1,rt <username> most of these niggas go broke for these hoes,1491
1,rt <username> <username> <username> lmao niggah this is twitter my kenosha bitches cant be trained like my florida bitches,1492
1,lord rt <username> <username> just shut up you pathetic ass bitch youre so worthless,1493
1,niggas cant stand me cuz they bitches be feelin a nigga get mad at yo so called girl,1494
1,rt <username> <username> <username> bro dont argue with these rejected ass disney models bitches better go play in some food & 8230,1495
1,<username> <username> faggot but you sent me hella nudes hmmmm,1496
1,greatwhiteprivilege straight people are like & 8220can we all just be nice to each other & 8221 and queer people are <url>,1497
1,rt <username> this niggah said her lips dry ass hell lmao & 128514 & 128514 & 128514 & 128514,1498
1,rt <username> niggas gossip like hoes most of em bitches,1499
1,& 8220 <username> bruh im telling you if she got zebra print bed sheets 910 she a hoe & 8221 <username> & 128514 & 128514 & 128514,1500
1,rt <username> tell a girl to calm down shell act like you just kicked her in the pussy,1501
1,nawwww if you a hoe you sittin on the floor and not my damn couuuuuch & 128131,1502
1,rt <username> some of yall bitches cant even grow this on yo damn head <url>,1503
1,rt <username> im sick of bitches bitching about other bitches & 128530,1504
2,so now been trill is trash cus asap said so & 128533 ok,1505
1,rt and pass that bitch <url>,1506
2,only my school wouldnt give kids their schedules ghetto,1507
1,dey gave da wrong nicca money,1508
2,<username> <username> yeah great song just watching the msg concert of 1990 yankee stadium gig,1509
2,<username> <username> looking at the royals and wondering what could have been if we didnt decimate the yankee farm system,1510
1,moving is always a bitch im excited for dallas though,1511
1,rt <username> <username> is the voice behind <username> & 8217s & 8220mustard on the beat hoe,1512
2,im not from the ghetto,1513
2,rt <username> beanies for life & 9697 & 776 & 8413 <url>,1514
1,me and da <username> gonna do a reboot of da jeffersons only dis time he gonna be weezy and we married pre op trannies,1515
2,goodbye hop plants time to dink u luv it <url>,1516
1,<username> equality niggah,1517
1,<username> now that ur tour over come kick it with ya nig in the mia,1518
1,rt <username> wouldnt mind driving up to ghetto ass chula vista just to slap the shit out of gyro and watch him stand there and just ta & 8230,1519
1,rt <username> twitter is suspending the shit out of is multiple iterations of new regional accounts opening today and suspended within ho & 8230,1520
1,rt <username> <username> ur pussy smell like dumpster juice & 128169,1521
1,<username> and because it sounds like there is no prenup hes gonna cash in not her he apparently has ghetto credit magine that,1522
1,<username> i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch & 128514 & 128557,1523
2,rt <username> victory yankees outlast as 109 in 14 innings eduardo nunez the hero and oh yeah first place still resides in the bronx,1524
1,rt <username> <username> nigger a fully grown niglet <url> <url>,1525
1,a hoe gone be a hoe they aint & 128175,1526
1,rt <username> if a hoe is talking to your man shes not the problem he is the fact that hoes feel welcomed reflects on how he acts behi & 8230,1527
1,ill have these bitches havin babys every week,1528
2,never turned my back on the birds,1529
2,lol @ that tweet zebra,1530
1,<username> little stupid as bitch i dont fuck with yoooooouuuu,1531
1,<username> <username> <username> my bitch doesnt even know you so wtf r u talking about nigga stop fucking dreaming,1532
0,<username> damn took this dumb spic nearly 2 days to respond wuz really good tho beaner,1533
1,rt <username> its funny when sluts say u just mad cause im 100 % real its like no bitch swerve cuz u actually about 65 % water gtfo,1534
1,in order to be a real nicca you gots to be real nicca,1535
2,rt <username> dont know how you yankees fans listen to kay every night absolutely brutal just nonsensical blah blah blah blah radio n & 8230,1536
1,onlyinamichaelmyersmovie bitch is running a hundred meter dash on this niqqa whos actually taking his time walking & amp u still get killed,1537
2,rt <username> a quick lesson on the birds and the bees the birds are looming oily sudden the bees are bulbous shrieking hungry & 8230,1538
1,rt <username> i said thin mints bitch <url>,1539
1,ill keep all comments to myself about tho ill just laugh about it with my nigs,1540
2,i learnt about birds as a child best time to learn <username>,1541
1,i can fuck yo bitch and you cant,1542
0,<username> so basically you like the background music fag,1543
1,niggas be like when they see they side bitch cashin another nigga <username> hello mutha fucka,1544
1,wcw all the bad bitches & 128069 & 128166,1545
2,this my dog telling me he is done playing frisbee for now lazy mutt <url>,1546
1,<username> johans a free agent harveys hurt you retard and its valverde ignorance,1547
1,rt <username> these bitches aint real & 128514,1548
1,<username> <username> <username> he called the kidd a pussy or something,1549
1,watch how i stop talking & amp & amp the bitch still tweets,1550
1,rt <username> im just a normal ass dude that has no hoes and happens to be funny every once in a while,1551
1,rikanya & lt & lt & lt & 128557 get this bitch out my dm,1552
1,rt <username> i let these bitches talk thats just free promotion & 128079,1553
1,i can see ya hoes & amp all of em nothin,1554
2,& 9733 best asian massage on the park slope top rated spa & 9733 7186220221 24 <url>,1555
1,rt <username> ugly people taken & 128143 nerds taken & 128143 hoes taken & 128143 everybody taken & 128143 me & 128694,1556
1,rt <username> man i would be happy as a fat bitch in chipotle if atlanta get clowney & 8230but its gone cost to go get him and ill be happy w & 8230,1557
2,top layer trash,1558
2,when charlie tries to walk into my room and it cant remember if i locked the door or not <url>,1559
1,<username> fuck no my school boring and ghetto,1560
1,rt <username> all you need in life is bottles bitches and life lessons sam houston state,1561
1,i hate a i used to talk to herhim nigga or bitch like foh hater & 128530 we never talked u jus know em,1562
1,<username> <username> you boys sure come up wit some crazy names in my day we never talked about no faggots,1563
1,drop it a day early fuck niggas need to hear it now & 8220 <username> ed1 was so hard & 128293but thats trash compared to ed2 & 8221,1564
1,rt <username> its never about the hoes hes entertaining its always about the fact that hes entertaining these hoes,1565
1,it gets me mad when a mexicans go against mexico like wtf support your team bitch,1566
1,rt <username> & 8220 <username> the face you make before you tell a bitch about herself <url> i make dat face too much,1567
1,rt <username> rt & 8220 <username> <username> fuck u bitch hope i dont see u bitch cuz i would love for u to tell me to my fac & 8230,1568
1,stupid bitch,1569
