id,label,tweet
938,0,<username> those niggers disgust me they should have dealt with 100 years ago we wouldnt be having these problems now
939,2,rt <username> the <username> shines its lights in yankees pinstripes in honor of derek jeter farewellcaptain <url>
940,2,this is why nothing gets done morons like coburn trying 2 ad a gun amendment 2 a public works bill push back on the teabagger morningjoe
941,1,if you hoes stop shaving im running around spraying nair on all of yall
942,2,early morning beer as a reward for waking up and taking the trash out
943,0,the south is full of white trash the midwest is full of white trash the west coast if full of white trash
944,0,rt <username> any bitch who need a crowd to fight is clearly easily influenced & amp weak minded & amp most likely will commit suicide & 128514 & 128514
945,0,<username> <username> who is dis crack ass cracker
946,1,rt <username> big booty = sour face no hair or she a hoe
947,1,rt <username> <username> <username> <username> <username> <username> yes she is ghetto bitch <url>
948,1,<username> right come then what wait another 9 months naaaawwwww & 9995 i could be pimpin these hoes lol
949,2,if youve ever been to drunk to fish you might be a redneck
950,2,thee bears are trash tho
951,0,cant take u coons nowhere & amp i mean nowhere
952,2,rt <username> just to settle it once and for all which came first the chicken or the egg the egg laid by a bird that was not a chicken
953,2,& 8220 <username> two of the best yankees derek jeter and joe torre joetorreday <url> <username>
954,2,<username> ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
955,1,rt <username> & 8220 <username> searching for these hoes i got & 128533 <url> you aint the only one bruh <url>
956,2,<username> because their parental unit is trash
957,0,i cant fuck any ol bitch niggas be desert dicks out here & 128557
958,0,im going to sell my iphone and both my macs i dont support faggots
959,2,rt <username> when you eat food thats too hot and start breathing like a retarded dragon
960,0,<username> yeah you right and you know them mexicans bringing all they family that hoe finna be packed
961,2,<username> we in this bitch finna get crunk eyebrows on double papp & 128165 & 128165
962,2,rt <username> twitters home button is a birdhouse when you join youre an egg the logo is a bird most people dont realize this
963,2,who remembers when we were in middle schoolhigh school and would throw paper in the trash from our seat and yell kobe lmfaoooo
964,1,stomach is hurting im starving for some early morning pussy & 128527 & 128527
965,2,rt <username> <username> called charlie baker to concede around 815 this morning she plans to address supporters at 11am wcvb
966,1,uh cody called me a punk ass bitch and i said i think you meant to say boss ass bitch but ill let it go ctfu & 128514
967,2,polite yet militant birds notfeeding stencil army typeface font ateam <url>
968,1,im a broke hoes dream rich girls cream
969,2,this whole game ive been trying to figure out why the dutch are wearing yellow smh
970,2,& 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 grand opening & 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 top class & 9733 oriental massage & 9733 perfect & 9733 <url>
971,1,no way all u niggers are employees of the month
972,2,<username> cool beaners i just got home ready to keep my couch from floating away lol
973,1,i can not & amp will not fuck with theses dawg ass hoes no more
974,2,rt <username> duchess of cambridge to present the first yellow jersey <url> tdf
975,1,rt <username> fuck a hoe respect a woman love a lady & 128175
976,1,hoes and dey hoe poses
977,2,<username> someone recently told me that a local yokel was going to use my twitter account to damage me so yeah
978,1,trust no player fear no bitch
979,2,nowplaying great white once bitten twice shy on 1069thearrow <url>
980,2,<username> i saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it & 128514 lmaoo
981,1,rt <username> stfu stupid bitch god damn unfuckingfollow me then shit
982,2,shy singer surprises and melts simons heart <url> this was so damn beautiful i almost cried
983,2,<username> i took it harder when rivera retired im not a yankee fan but i have a lot of love and respect for em especially the core 4
984,2,making brownies
985,1,falls in that pussy like quick sand & 128524
986,2,<username> whoever made this twitter doesnt like the lakers they r making a comeback but this accnt still continues to trash talk em
987,2,<username> <username> looking at the royals and wondering what could have been if we didnt decimate the yankee farm system
988,2,cont also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns
989,2,would you be interested in some eggplant rt <username> twerk on me <url>
990,2,rt <username> plenty of kobe vs dwight trash talk after the game too <url> <url>
991,0,<username> we hate the yankees though right i feel like im really good at hating them
992,2,<username> intended to get pics but didnt have time must be a mud raceevent here this weekend is like a redneck convoy out there
993,1,classy rich family kids doing drugs and tryina be all ghetto and shitwhile actual ghetto poor kids looking for education to get outta there
994,2,walk off hr <username>
995,0,rt <username> most teachers abuse their position theres teaching with discipline and theres being a cunt most are cunts
996,2,can i double stuff your oreo
997,1,<username> & 128514 & 128514 & 128514 & 128514 pot of gold ass nigguh
998,0,& 128514 & 128514 & 128514 i just said that rt <username> my tl gotta chill with this pretty face challenge foolishness yall hoes agg
999,2,this o6 just caught me talking to a bird and that was pretty embarrassing
1000,1,people are such bitches complaining over stupid things
1001,0,<username> roid rage much faggot
1002,1,<username> <username> bruh im under 2 blankets like a bitch right now
1003,1,dats y i dont argue wit dese bitches lol
1004,1,been told by a lot of people that im cool then a hoe and that they dont understand why someone wouldnt like me
1005,0,<username> faggot
1006,0,i still think snap chat for faggots and high schoolers
1007,2,<username> i really did right off my bed where you put all these dam yellow starburst throws them out the window & 128553
1008,2,ff has been consistently one of marvels worst properties ultimate ff was good but the entire ultimate universe is now in the trash
1009,1,i can turn a hoe into a housewife cause i know how to love thats all their missing
1010,1,countin all my hoes nigga thats all i knows nigga
1011,0,every slant in losangeles should be deported those scum have no right to be here chinatown should be bulldozed
1012,2,<username> lmaoo abo crusty hands
1013,2,blessjesuslove happy belated sixtyfifth 65 birthday 28 aunt mary agnes strong
1014,0,every gook in losangeles should be deported or killed
1015,1,& amp this bitch ask me why my jeans sag cuz they tryna hold my bandz up & 128176
1016,2,rt <username> larry bird 38 & 128514
1017,1,i eat generic oreos baller with a budget bitch
1018,2,& 8220 <username> looking at nip rings i cant wait until i can change mine & 128527 & 8221 & 128221 & 128064 & 128209 lmao
1019,2,<username> hard to qa time is also a pain to mock out in unit tests
1020,2,barrys whitey brownshirts run wild in oakland following the lead of nwa punks chant f the police <url>
1021,1,rt <username> wow well arent you just a fucking cunt
1022,2,stay warm & 10052 & 65039 & 127744 beanies sweaterweather booty 4ever <url>
1023,2,cant wait till i get my full appetite back only ate a half ghetto sandwich no lettuce no nothing
1024,0,rebelscience is using an actual woman as a genetic engineering lab for all natural clones or something faggot rome
1025,2,rt <username> me do you sell any larger sized condoms her sir those are 13 gallon trash bags me winks until security escorts me & 8230
1026,1,rt <username> if ya girl shaves the pussy before going out with her girls somethings wrong
1027,2,<username> houston was top five in ahl attendance while aeros were here the transplanted snow bird would love a team
1028,2,i live for twobite brownies
1029,0,youre such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot <username>
1030,1,rt <username> go ahead and mock me one day ill sell enough of this makeup to drive the pink mary kay cadillac and well see whos gay & 8230
1031,2,stopwhitepeople rt <username> 9 cases of west nile virus infections reported in orange county this year 105 dead birds found carrying virus
1032,2,rt <username> funny how people who take their fantasy sports leagues very seriously are celebrated while those who play d & ampd are mock & 8230
1033,1,i spy a couple thirsty hoes on insta
1034,1,<url> evilyn fierce & 8211 naughty girl next door pummels her pussy with a purple & 160toy <url>
1035,2,<username> atl bvb sws ptv the relapse symphony set it off farewell my love mayday parade fob paramore etc
1036,1,<username> fag
1037,2,rt <username> <username> theres more than one way to skin a monkey barack bushmeat obama <username> <username>
1038,1,and im goin back to school only for the hoes and a class or two
1039,0,<username> kill yourself ugly ass monkey looking shit
1040,2,<username> god awful and that dude is dorian eggplant black
1041,2,rt <username> <username> that monkey is from hell
1042,1,her pussy lips like heaven doors & 128524
1043,1,rt <username> <username> <username> bitches lover the word quality because they quality bitches
1044,1,makem eat my ass since eating pussy aint major nomore & 128175 & 128553 & 128514 & 9996 & 65039 & 128584 & 128129 & 128079 & 128522
1045,0,<username> pats owner is a kike
1046,1,<username> & 128514 & 128514 & 128557 & 128557 since day 1 u remember tha bitches in alabama lmfaoo big
1047,2,lmfao no you didnt rt <username> <username> got cute new avi and all but she too old for colored contacts & 128073 & 128064 & 128584
1048,2,<username> thats why youz a yellow bone & 128155 & 128155
1049,2,& 8220 <username> oreo ice cream cake & 128588 <url> & 128525
1050,2,rt <username> god is a yankees fan farewellcaptain
1051,1,rt <username> she my lowkey bitch the one i ride lowkey with
1052,1,<username> <username> stop retweeting heather im tired of seeing that bitch on my tl
1053,1,i drag a bitch by her hair captain caveman nnn
1054,2,rt <username> shy girls are cute
1055,0,punk ass broke faggots
1056,2,game 126 preview houston astros at new york yankees <url>
1057,1,rt <username> <username> get downstairs and play me im fifa bitch
1058,1,i wanna be someones bitch ass boyfriend right now but that just me head playin games on ya boi
1059,2,just cleaned my fingernails with a knife hillbilly <username>
1060,1,<username> keep talking im going to make when u cant talk u going to be talking like a retard
1061,1,only fw bad bitches iont do no mediocre
1062,1,rt <username> neymar fell like a bitch
1063,1,<username> <username> im pretty sure shes a bad bitch in other words shawty a dime
1064,2,rt <username> nah 2013 was trash rt <username> 2014 was so trash dawg
1065,1,<username> <username> nigga i still pull tho and fuck you bitch u stfu
1066,1,is you ready bitch cause my hair laid yours <username> <url>
1067,1,this fat bitch just said next time dont forget my potato chips & 128514 & 128514
1068,2,<username> i give up on the tankees i mean yankees maybe next year
1069,2,have you noticed all the ghetto people naming their kids after cars mercedes & 8230 lexus & 8230 repossessed
1070,1,rt <username> nipple piercings are suppose to be a girls personal secret but yall hoes get them just to take a selfie
1071,0,its so shady when you bitches talk to guys w girlfriends thats so disrespectful to do to another girl
1072,1,im a lady bitch
1073,2,fuzzy socks are the actual life
1074,1,whys this bitch wearing a striped tshirt and nike shocks
1075,1,i curved yo bitch your welcome
1076,2,rt <username> when i throw away paperball perfectly into the trash can <url>
1077,1,rt <username> this bitch thought she could cut my dick off <url>
1078,1,tongue inside her pussy or dont bother eating her
1079,2,the train station harrys at is trash ive been to the same eurostar too they refunded my whole trip to paris bc train accident
1080,2,rt <username> conan obrien mocks the new call of duty game while getting killed repeatedly <url>
1081,2,rt <username> oreo ice cream sandwiches <url>
1082,2,<username> just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting lol
1083,1,rt <username> where my bitches from the itty bitty titty committe
1084,1,<username> fuck no my school boring and ghetto
1085,2,rt <username> rt <username> if crabtree woulda caught that over sherman for the game yall woulda said sherman trash & amp he got what & 8230
1086,0,this nigga over here telling me he dont fuck with this bitch when he do & 128553 & 128514 & 128514 or maybe she lying lol
1087,2,rt <username> so nf <username> thanks for the follow hun & 128536 & 128536
1088,0,burn bitch <url>
1089,2,home to chicken and penne alfredo and oreos and banjo
1090,2,first jig of the night
1091,2,early bird gets the worm gogetit
1092,2,rt <username> we now know more about twinkies and how old the earth is than what happened in benghazi
1093,2,a yankee win makes any day better
1094,2,<username> ok chill love bird lol
1095,1,this is for my ghetto motherfuckers missy elliott
1096,2,hes trash & 8220 <username> <username> he said hes not doing collabs for anything less than 10 mil naira like booyyyyyy & 128514 & 8221
1097,2,rt <username> gracias por jugar con el corazon ahora a ganarle a los yankees <username> <url>
1098,2,<username> <username> yeah i run over squirrels and coons
1099,2,holyspirit joshua 13 every place that the sole of your foot shall tread upon that have i given unto you as i said unto moses
1100,1,and niccas are 38 hot if they paid 20 bucks for that payperview
1101,2,rt <username> remember when you got your crushs aim screenname and you felt all fuzzy inside and stared at your screen and figured out what & 8230
1102,0,<username> suck my dick tacos el negro better
1103,0,<url> leo get the fuck off of vine you fag
1104,0,<username> <username> just like when i call someone a nigger its not because theyre black its about how they act like a nigger
1105,2,rt <username> oreo cheesecake bites <url>
1106,1,<username> more like look at all those bitches
1107,0,<username> fuck brett farve redneck ass he stuckup he dont give a damn lol he be on campus acting like he the shit
1108,2,rt <username> thanks to mr wilson for passing along this tremendous responsibility my sole focus is to empower our leadership to bui
1109,1,since you gave me the pussy that ass getting fatter
1110,2,charlie parr mountain top music fest <url>
1111,2,rt <username> <username> cmchat why do u think its so hard forhick hop 2get major air time on most stations cmchat when its w & 8230
1112,0,<username> i dont follow you because everything about your company is white trash
1113,2,rt <username> i got gatorades twinkies rice puddings pringles and cookies & 128525 & 128555
1114,2,this fuzzy wuzzy kitten wants to know how a raven is like a writing desk find out why here & 8594 <url> <url>
1115,1,i love bad bitches thats my fuckin problem forreal real shit i cant even help it
1116,2,<username> available online soon i didnt have enough to get it after my anathema merch its a cracker i need it can u
1117,2,i ate a monkey andnowihaveebola
1118,1,this girl asked me why i call girl bitches why not they go out with panties on basically and brag about how good they are sucking dick
1119,0,<username> <username> now we have a ebloa case in texas if we kill all the niggers we might be safe
1120,2,i hear the birds in the summer breeze i drive fast i am alone at midnight
1121,1,my problem is i got a strong idgaf attitude ion show no feelings to these pussy mfs & 128175
1122,2,i got my eyes on this red bone
1123,1,<username> u can bring that bitch to
1124,2,<username> <username> wow i can put slit trophies against u in those
1125,1,omg rt <username> have yall ever met a dyke who didnt have a kid
1126,2,rt <username> go fight against the idf if you progressive trash hate them so much you dont have the guts to do it istandwithisr & 8230
1127,0,i cant fuck a scary hoe
1128,2,bank robber who wore zebraprint dress arrested police say <url>
1129,0,as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up pisses me off
1130,1,searching the incredible story of 1 white mans quest to find the ingredients necessary to make caribbean jerked chicken in redneck land
1131,1,i had a date wit irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking cunt irene up ur ass no grease
1132,1,& 128514 & 128557 i have to explore the pussy out there <username> <url>
1133,0,<username> shut up you stupid bitch
1134,1,i got 05 of rain yesterday including the bird shit in my gauge
1135,2,lmao redskins turnin up
1136,2,<username> <username> how is it being colored blind
1137,2,tilt my chin back slit my throat take a bath in my blood get to know me
1138,1,rt <username> approach yo bitch like <url>
1139,2,video on the record charlie baker <url>
1140,1,cant be a major nigga with a minor hoe
1141,1,i had 14 fags in the space ae 3 hours excuse me confused wheresshitgoing
1142,2,it feels awkward to have the <username> playing against the <username> i mean we all know who im rooting for but its awkward
1143,1,harvard got the worst hoes cheerleading in america
1144,1,rt <username> if you still put your pride in front of your feelings then yes bitch your still childish
1145,0,firefighter is a job for white trash
1146,1,nicca n dis bitch playin games on his phone
1147,0,<username> jackies a retard blondeproblems at least i can make a grilled cheese
1148,1,i just cant imagine myself being albino haha
1149,2,<username> <username> lmaooooo epic bird wins
1150,1,rt <username> see rt <username> your pussy & amp personality gotta be trash if a nigga stopped talking to you after sex
1151,1,& 8220 <username> im dres a bitch tho & 8221 & 128527
1152,1,<username> <username> shut up bitch
1153,1,<username> ill actually kill that bitch
1154,1,lrt turnup lil bitch
1155,0,<username> <username> <username> <username> thats true idk why your even in this convo you dumb nigger attention whore
1156,2,gmdont be the bird that didnt get the worm today gostampsgo 84
1157,1,<username> so shes retarded
1158,2,space brownies & 128125
1159,2,don & 8217t believe ap & 8217s hohum tone latest poll is great news for republicans hot air <url>
1160,2,rt <username> for the 1st time in the tom brady era the patriots are in sole possession of last place in the afc east <url>
1161,2,rt <username> came to training camp today to find charlie batch asleep on the curb
1162,2,rt <username> john kerry caught appearing to mock israel & 8217s & 8216pinpoint & 8217 operation in gaza <url> israel gaza <url>
1163,0,rt <username> miley cyrus pussy probably taste like wet dog she has a negative ass and the bitch looks like justin bieber she so ove & 8230
1164,2,<username> you kno i love stuffed clams bai
1165,1,rt <username> lmao that bitch saw the camera & amp looked up at the big screen n then realized & 128128 & 128128 <url>
1166,1,& 127850 rt <username> i love salad rt & 8220 <username> anyway fuck you hoes eat a salad & 8221
1167,1,rt <username> hoes will be hoes
1168,2,rt <username> cue the liberal lefts uncle tom attacks against tim scott in 432 tcot teaparty gop
1169,0,niggas are so fucking gay and they try to cancel it out by saying nah were bros its cool nahhhhhaahahahaha you a faggot bruh
1170,0,rt <username> you got niggas & amp i got bitches but i want you & 128149 & 127926
1171,1,& 8220 <username> my momma aint raise no hoe & 8221
1172,1,oh no she didnt & 128129 & 8220 <username> watch yo mouth bitch <username> one bitch and two dogs <url>
1173,2,rt <username> its ok to trash talkbut i havent seen any bama fans wishing harm or injury towards lsu players
1174,1,all these bitches want love from scrappy
1175,1,<username> im coolin you know me same ole shit different day my nig
1176,2,rt <username> jane seymour rocks a bikini at 62 <url> crazy aunt jane is at it again <username>
1177,1,rt <username> having hoes fun till you lose that girl that you really wanted over them hoes
1178,2,decent trade for the yankees a proven veteran ichiro for some prospects
1179,1,rt <username> mygoalfor 2012 unhoe these bitches
1180,2,she has zebra tights in her take home bag me and my mom are just & 128525
1181,0,rt <username> & 8220 <username> if you aint bout that murder game pussy nigga shut up & 8221252 gang & 128514 & 128514 & 128514 & 128514 & 128514
1182,2,kanyeeeeeee is just a yard ape acting idiotjust stupid
1183,0,hate this dyke
1184,0,<username> <username> fags
1185,1,& 8220 <username> i got the giggles because im a fag i aint gon lie lol & 128514 & 128514 & 8221
1186,1,rt <username> bitches name they make up off of instagram filters cuh this bitch was lookin like rise the other day
1187,0,faggots are merely a scientific indicator that something is wrong & gt do not celebrate as unique indiviuals for they are cancer & gt
1188,2,rt <username> you can mock michelle obamas turnipforwhat video but the turnip is now third in line of succession for president https & 8230
1189,0,<username> <username> <username> best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil
1190,2,rt <username> <username> condom were invent for that sole purpose
1191,2,my teacher always says has a man ever abused his wife while using marijuana not unless she hides the oreo cookies then she deserves it
1192,1,<username> never happen too much republican redneck oil money sad butt true corruptamerica
1193,2,& 8220 <username> adam jones homers yankees now lead 53 & 8221guy is a monsta
1194,2,rt <username> <username> one day more until turkey it will nip me in the belly well be ready for the stuffing we will wet ours & 8230
1195,2,<username> and take the trash out and separate the recyclables
1196,1,bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale
1197,2,rt <username> <username> because outman is a brandnew yankees and because girardi will never use 3 relievers when he can use 6
1198,0,<username> <username> niggers
1199,0,<username> <username> this is twitter not only are you a fag but youre also retarded
1200,1,& 128514 & 128514 niggas sending screenshots of me to they bitches like stop texting cuh & 128557
1201,0,<username> me too tyler it just makes me think that theyre lil nigger baby hoodrats
1202,2,<username> lets just say hellen keller makes better brownies
1203,1,im not bouta let no bitch play with none of my family it dont matter if i fuck with them or not
1204,2,yanks choked too lost 4 strait remember
1205,0,flaming faggots that publicly state how they want everything handed to them like fuck you dude get off your bottom ass and do something
1206,0,rt <username> these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come & 8230
1207,2,my nicca drake gear game is all bad lol
1208,1,rt <username> i peep everything and just know ill slap a bitch with a smile on my face
1209,1,<username> he forced it lol mad bitches came to my mind thru every bar
1210,1,power bomb dat hoe
1211,1,rt <username> stop fucking calling these legends trash cuz the top artists of our generation take from the legends
1212,2,<username> baseball season for the win yankees this is where the love started
1213,1,so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window fuck off and get a real job
1214,2,uppers loving the show this morning chris is directing the conversation beautifully make the teabaggers talk
1215,1,<username> bitchk
1216,1,<url> cheeks gone be cold than a bitch
1217,2,<username> <username> anyone bring in a monkey
1218,1,rt <username> if you take your girl back after she cheats on you youre a little bitch
1219,1,ima young rich niggah tryna fuck a niggah bitch my ex a rat the naybahoods be fuckin on that bitch & 1041204 & 1041204 i <url>
1220,2,rt <username> when your phone goes off in class and the teacher says turn that trash off but its a song from your mixtape https & 8230
1221,2,rt <username> berto couldnt ko this dude who wanted to get kod & 8230bertos trash upshers trash that fight was trash bronertaylor boxing
1222,1,& 8220 <username> im not saying im for this but studs will fuck trannys but wont let they bitch strap them down you muhfuckas childish lol & 8221
1223,2,ive seen majorleauge with charlie sheenand the giants committed sin when they worshipped barrybonds as a batting coach & gt
1224,2,nose goes on taking out the trash this time & 128586 <username> <username>
1225,0,<username> ight nigga haha fucking queer has to clear his schedule
1226,1,hate a bitch thats always in some mess
1227,1,im done with life <username> im just ready to wake up and have pussy for breakfast everyday
1228,1,nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window
1229,2,rt <username> alabama is overrated this yr the last 2 weeks has shown too many chinks in their armor wv gave them hell too
1230,1,hustling aint for everybody either jus like certain niccas cant hoop or play football certain niccas cant hustle
1231,0,rt <username> stupid fucking nigger lebron you flopping stupid jungle bunny monkey faggot
1232,2,yankees take all three games in motown im callin it mlb
1233,0,<username> so your a nigger fighter huh
1234,2,pnd is my jigga man
1235,1,i can fuck yo bitch and you cant
1236,0,<username> with pills that nig will last 4 years like magic j that nig should hav died years ago yall the first team to draft gay
1237,2,<username> yellow in paris fantastic effort from allezwiggo and vroomfroomenow just the last stage up for grabs gocav tdf 12
1238,0,<username> are you working on route running and catching youll be a good wr for grier have fun with the white trash racist uf fans fsu
1239,2,rt <username> who spotted the looming yellow crown on tonights truedetective <url>
1240,2,<username> <username> i dont think he can beat mayweather but hes far from trash unlike floyd he actually put maidana down
1241,0,<username> <username> <username> at least im not black bitch your parents left you in the mcdonalds parking lot after you were born
1242,2,<username> isnt there a law that all clam chowder must be served im bread bowls haha
1243,0,you a real life faggot if you ever fight another man because he fucked your girl you just gotta take that l like a man and move on
1244,1,when her pussy doesnt taste like pineapples <url>
1245,2,shylock & amp wongs 3 incidents of democrat bigotry in 3 weeks media mum <url> via <username>
1246,1,<username> <username> lmao angela you look like a damn potato bitch keep talkin
1247,1,these bad bitches really aint that bad when you see a pic of aaliyah
1248,1,rt <username> flirting with bitches on twitter like <url>
1249,2,jihadi pop music debates & 8220yo bro did you hear the latest abu yasser hit & 8221 & 8220no bro i & 8217m totally an abu hajar fan & 8221 undergroundculture
1250,1,rt <username> these hoes is thotful
1251,1,im so tired of this damn job man i wanna blow this bitch up lol
1252,0,rt <username> ray j is the perfect example of what happens when you give a lame nigga some pussy
1253,1,like fucc i got into it wit my mama ajay the damn lunch lady duddy montea lowkey & amp some lit raggedy hoe & 128514 & 128557 all in one day
1254,1,rt <username> a female will automatically assume you have hoes if she finds you attractive & 128543
1255,1,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass 4 jammin jiggaboo music
1256,1,gotta watch these hoes & 128064
1257,2,redneck tow truck johndeere 4455 america <url>
1258,2,norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
1259,0,rt <username> you other niggas a call up a bitch to fight a bitch naw not me im whomp that trick so she can feel where im coming from
1260,1,i should gt a scurl ondeez hoes
1261,2,rt <username> dominique made larry bird do a 360 lmaooo <url>
1262,2,this mint brownies recipe is made with almond flour coconut palm sugar coconut oil and coconut mi <url>
1263,1,rt <username> <username> thanks for being black in darth and now 17 years old you kinky hentai son of a bitch
1264,1,when a chicks head is weak i just close my eyes and imagine me giving a bad bitch like zoe saldana back shots so i can get my nut off
1265,1,this hairstylist in the mall gone ask nesha wats under that beenie this bitch said her momma lmfaoooo
1266,1,& 8220 <username> i am not a bitch i am the bitch so that is ms bitch to you & 128540 & 8221
1267,1,& 128540 & 128583 & 128582 i hate ya bitch ass
1268,2,rt <username> when youre approaching your high score in flappy bird and die one pipe away <url>
1269,1,rt <username> i just roasted a hoe
1270,2,every character on thesimpsons is trash and theyre trash on purpose if you dont get that you dont get the joke
1271,2,& 9733 best asian massage on the brooklyn park slope top rated spa & 9733718622 0221 24 <url>
1272,2,rt <username> free bird
1273,2,<username> yall gots betta machinery fo dat hanger be ghetto
1274,2,to be clear i dont think theres any chance krug leaves for russia but its fun to mock the speculation
1275,0,rt <username> <username> they should be ashamed of themselves ill be single for life before i fuck w a nasty faggot ass white man
1276,0,<username> bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
1277,2,green beans summer yellow squash zucchini cucumber i will set some more out by the road today its free
1278,2,im not from the ghetto
1279,2,rt <username> im so sick head colds suuuck and on top of that <username> had to challange me to a beer chug & 128567 & 128567
1280,1,rt <username> claw that ass <username> when u see that bitch who was talkin shit on twitter in public <url>
1281,1,& 128514 & 128514 & 128514 rt <username> bitch i know you got games on your phone <url>
1282,0,fucking redneck queers and their game invites
1283,1,them hoes dont like me & 128514 & 128514 & 128514 & 128514 & 128514 & 128553 & 128553 & 128553 & 128553 & 128530 & 9996 & 65039
1284,1,rt <username> do loyal bad bitches exist because i want one
1285,0,rt <username> <username> & 128514 & 128514 my nig
1286,0,rt <username> dont watch me you beta watch your bitch nigga
1287,1,stupid bitch
1288,2,rt <username> british jihadi mother who wants to be first female executioner is mi6s most wanted <url>
1289,1,<username> no love for these fuck niggas hoes
1290,1,rt <username> this bitch is pregnant dancing her heart out for me and im on instagram im an asshole <url>
1291,2,want to go get this brownie im stuck doe
1292,2,<username> who wants to get there nose in these bad bois then scally chav sockfetish stinking <url> hot sox and legs
1293,1,sometimes im just like wow this bitch had the audacity to talk shit look at you and your life then look at me and mine & 128514 & 128514
1294,2,<username> fit lads nice gear <url> these scally lads n trainers would get it
1295,1,ian watch maury in so long maury wear jeans on the show now i guess he like fk i need to dress up for these ghetto ass ppl anymore
1296,1,<username> thats nate dumbass we all just mock him
1297,2,<username> <username> <username> he now resides on the mantle piece
1298,1,& 8220 <username> using y = mx b to measure the slope of that ass girl & 8221 <username>
1299,0,trust me when i say that jesuschrist would be killing faggots if he came back to life in todays day and age & gt spartacus rome
1300,1,yo bitch lookin like she wana fuck summn
1301,2,oh its coon bike week in charlotte ok makes sense now
1302,1,<username> i know i was playing that hoe start on the 20 tho
1303,2,<username> i seen sum of it but im tryin see lox n mook
1304,1,& 8220 <username> oomf a hoe hopper & 128514 & 128514 & 128514 & 8221 & 127806 & 128064 & 127806
1305,1,is everyone gonna be a complete whiny little baby bitch about this shit now lmao <url>
1306,2,rt <username> this would never happen at a noncolored award show <username> <url>
1307,0,rt <username> <username> it means youre a faggot lol
1308,2,mitt romney hates big bird fascist
1309,1,it gets me mad when a mexicans go against mexico like wtf support your team bitch
1310,2,<username> birds of a feather you stand with peta i stand with sanity
1311,0,can & 8217t wait to humble these niggas in the playoffs again until then good job hoes
1312,0,rt <username> dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole
1313,1,<username> i swear this is just disgraceful like a bitch line a really be dry all day ill only get emails from pacsun & 128557 & 128299
1314,0,rt <username> i hate a bitch dat act like a nigga & 128530
1315,1,rt <username> every day i thank my nigga jesus for hot wings and my uncanny ability to tend to these bitches
1316,1,rt <username> thou shall have no type bad bitches is thee only thing thou shall like herassfat 615
1317,2,rt <username> i was in a kik group once but we called it a party line and old charlie the barber was always hogging the calls
1318,2,a shockingly true tale from the oreo that almost got devoured <url>
1319,1,including ya size hoe
1320,1,rt <username> this kid definitely got the pussy after that game <url>
1321,2,<username> in that picture yes i havent had an updated pic added the angel wing is colored now too and thanks represents what i am
1322,2,<username> thirsty giants are always like ho ho ho
1323,1,& 8220 <username> i hate girls who get drunk & amp dont turn into hoes fvckin waste of alcohol & 8221 & 128514 & 128557
1324,2,<username> he promised to stand with the muzzies so
1325,1,rt <username> theres a different between a slut and a bitch a slut will sleep with anyone a bitch will sleep with anyone but y & 8230
1326,2,rt <username> luv riding the metronorth with sour drunk yankees fans after a loss toobad metsfan queensallday
1327,1,aint no hoe in blood
1328,0,<username> <username> <username> <username> no just a niggress that thinks shes human
1329,2,he said caprisun and zebra cake & 128514
1330,2,<username> the jets are trash my bad i see what you meant & 128514
1331,0,<username> <username> fucking faggot
1332,1,<username> pussy
1333,0,rt <username> if you snipe youre a fucking faggot i fucking hope all of you snipers get fucking raped and suffer from cancer
1334,1,i hate my manager so much she makes me wanna throw silverware at her stupid bitch ass
1335,2,rt <username> video derek jeter hits a walkoff single on his final atbat at yankee stadium <url> <url>
1336,2,rt <username> found cheese cracker sandwiches in the cabinet a year expired ate them anyway if i die tonight these will be the worst l & 8230
1337,1,<username> you see the bitch with the fake leg thats bout to come on lmao she kinda bad doe in the pole
1338,0,<username> thanks for ignoring my texts fag
1339,2,<username> my father was born in nanticoke and attended lehigh im a ct yankee but love the pennsylvania dutch cooking
1340,2,janet jacksons nip slip iconic
1341,1,yay im a redneck piece of shit sorrynotsorry
1342,1,<username> you are a bitch
1343,2,& 193lbum de fotos csitaly ts3fairy tail satan soul mirajane strauss made with the sims 3 happy <url>
1344,2,<username> <username> <username> the person actually holding the ape is not paris its her sister
