id,label,tweet
768,2,rt <username> rt <username> carrot cake is trash too sweet <url>
769,2,jihadis betting on public protests in britain to force uk gov out of the antiisis coalition <url>
770,1,<username> <username> bitch you gross as fuck touchin them saggy titties
771,0,fucking faggots <username> arent from or live in dc maryland or va
772,1,<username> <username> i dont love these hoes
773,2,saw 5 pick up a dime off the floor with her toes apparently my monkey toes gene is strong with that one
774,2,drake ti & 8220 <username> & 8220 <username> 3 stacks kendrick rt <username> name a rapper that alot of people likebut you think is trash & 8221 & 8221
775,0,& 8220 <username> i hate that bitch & amp the fact that oomf likes her just no & 128528 & 8221 retweeettt 1000x
776,0,stuck up serious bitches are possibly the worst type of girls ever
777,1,i fucking hate this fucking neighborhood these fuckin bitches have someone over everyday ya3ne
778,1,honestly if the most hoodiest ratchet bitch asked me to her prom im in dere
779,1,<username> boy look like a slave on that hoe
780,2,got to 18 on flappy bird
781,0,rt <username> <username> happy birthday my little cotton picker
782,0,chill rt <username> if i ever become president imma ban henny from america for a day just to see you negroes panic gotcha bitch
783,1,rt <username> when my bitches call me daddy & 128553 & 128525 & 128536
784,0,<username> <username> america today the rule of thumb is when in doubt blame whitey
785,0,rt <username> no you stupid redneck animal husbandry does not mean you can get hitched to your blue tick hound misty
786,1,fuck drama class this bitch boring as hell
787,1,add my snapchat lil bitch trevaughn 3
788,2,<username> you should check it out it aint animated and has charlie murphy in it
789,2,if you a hoe ima treat you like one just like if youre a good girl ima treat you like one i dont discriminate
790,0,<username> faggot
791,1,aye bitch try this
792,0,<username> <username> your a nasty nigger whore
793,0,<username> only faggots drive stick
794,2,me downloads flappy bird sierra welp there goes school
795,1,<username> and because it sounds like there is no prenup hes gonna cash in not her he apparently has ghetto credit magine that
796,2,<username> any more birds in school
797,1,dekalb police are some hoes
798,0,<username> dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot
799,2,this is why nothing gets done morons like coburn trying 2 ad a gun amendment 2 a public works bill push back on the teabagger morningjoe
800,1,literally just got shit on by a seagull youre gonna fuckin die bird
801,2,<username> i like them dark light carmel white red tan yellow blue purple green it doesnt matter what color they are
802,2,anybody want any sugar maple saplings i have about 50 popping up in heidis hillbilly beach me and emms planted two friday
803,2,rt <username> im confused martins indi just drew a yellow card but i didnt see him steal a tank from the brazilian army and open fire & 8230
804,1,<username> <username> <username> it aint retarded hes my cousin lmao
805,2,rt <username> i thought it was raining because of the sound on the roof but it was just birds exploding from the heat
806,2,rt <username> girls dont let a dude treat you like a yellow starburst you are a pink starburst
807,0,ion speak on how flaw niggas and thirsty hoes be on ig but boyyyyyy look at here & 128586 & 128586
808,0,u coons cant wait to wear them oreo js
809,1,just looked at a news story and thought to myself is she fucked up some kinda way because i am 12 % hillbilly
810,1,<username> it is bitch
811,0,niggas aint playin a gram of defense man george need to tell these bitch ass niggas man up
812,2,rt <username> dc fri 13 bengali harlem & amp lost histories south asian am readingconvo <username> 14th st cc <username> <username> & 8230
813,2,my black queen dreading my hairsthank you most high for this moor queen i asked you fori want to be better with her <url>
814,2,now im listening to lil spook getting the good kinda sad imma be single this fall i know youll getting annoyed with me on your tl but aye
815,1,<username> bitch you hella late i went yesterday lol
816,0,rt <username> these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come & 8230
817,0,rt <username> illegal alien is not a race its a crime <username> <username> <username> <username> wetbacks <url>
818,0,<username> <username> u guys are fags
819,2,do you have a nickname what is it & 8212 tator tator tot tightey whitey whitey jr taylor whitey pants agent ti <url>
820,0,rt <username> nah i hate white people now since he looks like a dyke rt <username> i think he just ended racism <url>
821,1,what up fake ass hoe im not gone fought you today gimme my nigga hand back
822,1,<username> bitch we shot a music video
823,1,rt <username> <username> invest in some curtains bitch
824,2,someone tell the royals to stay home there trash & 128553
825,1,highland bitchk them bitches stupid on bloods id fuck with deja thoe & 128077
826,1,smfh boy you sound just like them hoes rt <username> idk why everybody be hating on the puerto rican princess
827,0,delete now you bitch ass nigga rt <username> if the redskins beat us i will delete my fucking ig
828,1,<username> <username> back off ya queer bag
829,2,rt <username> praying todays m & ampg pictures dont come out yellow & 128591
830,0,<username> fuck outta here and go put some more trash ass ink on your faggot ass self pussy
831,1,rt <username> when u and ur boys discover a hoe <url>
832,2,or their music is trash
833,1,lil bitch with enough ass & amp & amp a future & 128525 & 128536
834,0,<username> youre right i be around my nig
835,2,rt <username> the p72 derek jeter used to hit the walkoff single in his final <username> stadium atbat images via <username> htt & 8230
836,1,rt <username> lees hoe een gepeste jongen zich probeert te verdedigen ingezonden brief volkskrant pesten <username> <url>
837,0,rt <username> <username> <username> <username> <username> i dont care tho cracker
838,0,rt <username> niggaz like all them naked bitches on ig pics niggaz dont love em
839,2,that was trash im just gonna put my phone down goodnight
840,1,thinking that i care dont give a fuck bout you think & 128576 wop
841,0,i just want to punch you in the throat when you get my order wrong stupid bitch at sonic
842,1,rt <username> give me head & amp kiss yo nigga you a ill bitch
843,0,<username> <username> oh woulda coulda shoulda ass niggas bitch ass nigga what u bout oh ban wagging ass nigga catch your phase
844,2,omoide yokocho shinjuku tokyo japan jap & 243n by lost in japan by miguel mich & 225n <url>
845,2,rt <username> when you has a frownie eats a brownie
846,0,rt <username> i stopped caring about mcm when i noticed dykes where getting chose before me
847,0,subtweet me one more time you dirty chink whore
848,2,not allowed to play flappy bird around grandma because she swears at me to stop swearing lol
849,0,why you think all these niggas end up with all these kids fucking ugly bitches
850,2,& 8220 <username> traded in my nikes for a new mic i guess its safe to say he sold soles for his new life bada $ $ & 8221
851,2,never have i seen a toddler chug a water bottle so fast lol
852,2,rt <username> breakingnews streetart graffiti new mural by duo etamcru in rome italy morning breakfast coffee trash httpt & 8230
853,1,<username> so bad bitches intimidate you in other words
854,2,rt <username> if your boy breaks up with you and has a new girlfriend a couple days later then there was something you didnt know abo & 8230
855,2,kit kats trash
856,2,rt <username> farewellcaptain <username> what a way for derek jeter to close his yankee stadium career
857,2,<username> <username> is so excited about his red velvet brownie
858,2,rt <username> nah 2013 was trash rt <username> 2014 was so trash dawg
859,1,if you a bad bitch put ya hands up high
860,0,rt <username> are you justin beiber because your a fucken gay cunt <username> <url>
861,0,<username> <username> <username> bitch u ugly then hoe
862,2,i am a celestial body hello <url>
863,0,<username> <username> <username> the nig is fun to watch got to admit ebola boy can speak broken spanish too lol
864,2,lil spook and yung lean and robb all night
865,1,& 8220 <username> all yall some fucking coons & 8221 <url>
866,0,bitch fuck yo nigga whats up with that pussy
867,2,one mans trash is another mans wife
868,2,& 8220 <username> <username> <username> <username> chuckstrong goldswagger <url> thats awesome & 127936 & 127944 = & 128077 & 128076 & 9757 hoosiers
869,0,<username> fuck u nigger
870,1,bet you aint gone @ em tho & 128564 & 128514 rt <username> na why oomf just tweeted that & 128514 & 128514 & 128514 & 128514 & 128514 & 128514 & amp she know ha pussy wack
871,0,<username> i guess blaspheme to your allah is ok if your pos muzzie huh <username> <username> <username>
872,0,<username> not no but hell no when blk stop sayin nigger i will what they can have i can have this is america
873,1,its funny how bitches nag me they jus mad they cant have me
874,1,<username> sexy bitch
875,0,<username> happy birthday nicca do coon shit in a responsible way
876,0,hoe ass nigga & 128569
877,0,wassup wit all these fucc niccas
878,0,redneck in the white house moccasin creek & 128077 & 128076
879,1,<username> bitch i know you seen me tweet bout you
880,0,lmao you niggas regionally picky about hoes now just say anything on twitter makes its fun tho
881,0,<username> <username> sand nigger ran over some kidd
882,1,rt <username> you cant be a hoe saying that another girls a hoe your both hoes it cancels each other out
883,0,rt <username> bitches be fallin so inlove w niggass & amp then he go get a new bitch & amp they try go get a new nigga to try to forget about the & 8230
884,1,<username> my lifestyles raw dog one magnum will put a dickhead in the hole and that was cumin out of the pussy lips
885,1,rt <username> its funny when sluts say u just mad cause im 100 % real its like no bitch swerve cuz u actually about 65 % water gtfo
886,1,rt <username> rich dollaz always trynna snatch a bitch like he a bitch & 128514
887,2,trash <url>
888,0,rt <username> pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that & 128175
889,0,<username> <username> here ya go wetback eat this <url>
890,0,come on nd get that chicken niggers love dat chicken from popeyes <url>
891,0,fuk wit a real nicca
892,0,rt <username> that nigger made the shit out of my coffee
893,2,hes making fun of me cause im worried about the bird and he saying hes not surprised because i dont like splitting poles lol ugh jerk
894,2,<username> <username> kris griff is too ghetto to know anything about sperrys or vans
895,1,<username> haha just kiddin but ya we should and get that fag <username> to come and well go fishin or some shit
896,2,<username> ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
897,1,i shoot at the pussy i bust in the pussy im cuming too sooooooooooon
898,2,tomorrows agenda bake brownies & amp visit a couple open house
899,1,<username> & 8220 <username> <username> & 8220 <username> no slushes & 128549 & 8221hoes nasty anyway fam & 128564 & 8221them hoes taste like meds & 127815 & 127815 & 127868
900,2,you losing 03 <username> and thats what u trying to do stupid yardie
901,0,lets kill cracker babies wtf did i just hear wow
902,0,dutch farmers are white trash
903,2,harlem world trash interesting
904,0,<username> <username> <username> at the end of the day they call yo dumb ass monkey pickananny hoe but u luv them white devils
905,0,<username> fucking coon
906,0,<username> you wouldnt know fag
907,2,hoi fai moke hau
908,2,hand me a brew and ill chug it
909,1,rt <username> this dumb bitch saidrt <username> no matter what a man says the only way hell truly respect you is if u hold out sex
910,1,rt <username> congressmans office admits hell yeah benihana up in this bitch tweet was a mistake <url>
911,1,& 8220 <username> <username> & 128563 & 128553 & 128514 & 128514 now bitch you know lmaooo & 8221 & 128514 & 128514 & 128514
912,2,rt <username> bey lost her ring at the met gala jay found it & amp instead of just giving it back he gave it to her as a mock proposal http & 8230
913,1,happy birthday nig <username> miss your black ass & 128514 & 128526 tu
914,1,countin all my hoes nigga thats all i knows nigga
915,0,phillip rivers look like he almost wants to call dude a nigger for that bad play
916,0,& gtrt <username> <username> ankle socks in general are for the faggots bro
917,2,<username> <username> & 128079 & 128079 & 128079 & 128079 & 128588 i got hicks lol
918,1,<username> you still ugly then a hoe and you still look like muffie off arthur & 128527 & 128527 & 128526 & 128526
919,1,get a & 8220dope new job & 8221 bruh rt <username> good luck pussy rt <username> interview aka money time
920,1,<username> please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks
921,1,can you let me stretch that pussy out or nah
922,1,rt <username> heard a bitch say im ugly but ha nigga thank different & 128523 you say you mainline he dont treat me no different & 9996 & 128540
923,2,rt <username> syrian brought to us for & 8220democracy training & 8221 endorses & 160jihadis <url>
924,1,rt <username> 3 point on a bitch like dirk nowitzki up in da club like dirk nowitzki
925,1,quan and dino rt them faggot ass niggas aight man
926,2,<username> <username> you inferred he tried to ho to nam he did not he dodged it he is no great leader
927,0,these people are fags
928,1,tarantulas are dope but the spiders that are small n can kill you fuck dat rt <username> spiders arent scary sheesh y & 8217all some pussies
929,1,you better pipe your pussy down over there <username> & 160lmao wth does that even mean
930,2,just posted a photo @ yankee stadium <url>
931,1,im back bitches 3d back in effect its on tonite <url>
932,2,jig levitating rt <username> samsung made fun of bendgate now the galaxy note 4 fails too <url> <url>
933,2,rt <username> peeps are trash marsh mellows in general are trash
934,0,<username> because ians retarded
935,0,& 8220 <username> <username> shut the fuck up you fucking trash nigga work on another ring & 8221 <url>
936,2,<username> oh ill make you some brownies alright
937,2,cool fun thing to ponder the myriad of space trash traveling at thousands of miles per hour right above you & 8594 <url>
938,1,<username> they act like they earned the subs curse has haha bitch you wasnt in disfigure
939,1,<username> <username> both of yall pussy boa
940,2,they say our state bird is rarei literally see one at least once a day
941,1,rt <username> and <username> fell in love with pussy he never even got
942,1,that nigga john aint ah real older nigga forreal he let vick brotha bitch out on maplerow
943,1,control yo hoes
944,2,i wept when thurmanmunson died and i weep 35 years later captain yankees
945,0,<username> good enough fag
946,0,& 8220 <username> that one friend who you greet with an insult & 8221 <username> <username> niggers
947,2,then i went inside in order to hide from mutant bird
948,1,rt <username> why be negative when you can be positive fucking smile you beautiful bitch
949,1,u on the hit list to bitch kill yo self
950,0,<username> can you speak one coherent sentence without sounding like a nig seriously
951,2,<username> your mind is free and your soul satan will present to u in his kingdom the things that mock u stay strong in yahshua
952,2,cant stand the yankees but jeter hitting a home run in his final at bat in nyc would be cool getting beaned would be better
953,0,<username> <username> i wouldnt be proud that faze is in your family hes horrible for one and two hes ugly trailer trash fazeisgay
954,2,rt <username> thats why god made brownies to replace boys
955,2,rt <username> on this day 1941 the yankees joe dimaggio goes 0 for 3 with a walk vs cleveland indians to end his 56 game hitting streak
956,0,<username> & 128514 & 128514 & 128514 youre a coon
957,0,rt <username> ur fucking white trash
958,0,i knows yall white folk only be playin wit me i colored and i knows my place
959,1,& 128514 & 128514 & 128514 & 128514 & 128557 & 128557 & 128557 & 128557rt <username> mexican bitches shaped like silly puddy
960,2,hes trash tho & 8220 <username> its 10 million naira if you want me on your song & 8211 wizkid <url> via <username> & 8221
961,0,my doctor tonight is such a miserable cunt even my nurse is pissed off shes been here since 7pm and hasnt come to see me once
962,0,aint nobody wearing those new westbrook jordans but mexicans & amp trailer park trash white girls
963,1,rt <username> naw no bs thoif u under lets say 20 and u got like 15 bodiesu def a hoe lol theres no debating that
964,2,i ignore birds
965,0,rt <username> dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole
966,2,that warm fuzzy feeling when youre able to give someone a helping hand talking about medical problems with others can really help
967,2,<username> yes das def da problemif histeacher was a spear chucker he woulda gt both dose rite
968,0,<username> faggot
969,1,<username> unless bitch is a word for awesome they are wrong
970,2,the met office has issued an amber warning of snowat least its not a warning of amber snowposh word for yellow
971,2,<username> i is colored latino and some jewish when i move in i dont ruin the neighborhood i wipe it out
972,1,rt <username> blow shit up and get fatter white trash love this holiday
973,0,rt <username> never go full retard <url>
974,0,<username> <username> <username> so if your 17 and in high school you dont have your own house you fucking faggot
975,2,rt <username> the afc was trash last season especially the afc south jags could make a playoff push if they have a great draft not jo & 8230
976,0,<username> fucking block your white ass because you try to start shit like a fucking queer so fuck you nigga
977,1,here this nigga go rt <username> damn dark skinned hoes be havin all that ass but be lookin like pokemons & 128553 & 128555
978,0,if you would have followed george washington in 1776 it means that youre white trash
979,0,a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
980,0,burn bitch <url>
981,1,yoh brownie had me fukd up high last night
982,1,dope in the bag pretty bitch on the side
983,0,someone shut this beaner up please
984,1,rt <username> back in this bitch
985,1,this bitch in ma bed got double ds that shake ass like trina when i smack her ass it shake game shake 2013shit tune hornyfuck
986,2,rt <username> winston connects with greene on the slant across the middle for the score ball game is tied 1717
987,0,go get left in a hot car and die bitch
988,1,a 50 dollar card make a young nicca go hard throw in a cell phone i can get you left on the yard
989,2,rt <username> emma watson theoscars 2014 & 128515 & 128515 <url>
990,1,rt <username> selfie game retarded <url>
991,2,rt <username> my bro made out with an ugly chick at a festival while drunk so now hes known as larry bird because he hits threes & 8230
992,1,& 8220 <username> i wanna go to this lil shit tonightbut the way how bitches faces be set up i be wantin to slap em when i see them & 8221 & 128553 & 128557
993,2,rt <username> a bird doesnt sing because it has an answer it sings because it has a song ~ <username>
994,0,<username> shut up you stupid bitch
995,1,o m g you like stop controllin me im like bitch fuck you thought she like niggah fuck you mean
996,0,<username> just fuckin roasted this faggot
997,2,<username> <username> racist <username> tx trash enjoy your high along with gop win a substitute for racist <username> loss
998,0,i hate that my mom says she trying to move out here like bitch the only reason your trying is because you dont have a place to live
999,0,rt <username> get these trash ass niggas outta my stadium & 128514 & 128514 & 128514
1000,0,rt <username> lmaoo rt <username> thats a legal tackle faggot rt <username> seriously <url>
1001,2,this being too sick to function is for the birds i was starting to feel slightly better earliernow i feel like death again
1002,1,you hoes aint fucking with me & 128526 & 128526 <url>
1003,1,rt <username> alex rodriguez you lucky only the ryan dempster hit you i going to get my camel to break your neck you son of a bitch
1004,1,<username> rt youll see watch he finna hit that hoe and put some
1005,0,everyone calls me b they be like oh wassup b & 128524 and i be like wassup my niggah
1006,1,i dont fuck with these niggas cause they shady i dont fuck with these bitches all they want is to have my baby
1007,2,<username> ha im actually going to see a yankee game as weird as it sounds my uncles house in nj is an hour away
1008,2,rt <username> i asked <username> to get me pink bunnies one time so he brought me yellow chicks & 128048 & 128149
1009,0,<username> youre a fucking faggot
1010,2,<username> i skipped the running and am eating chips and brownies
1011,0,<username> no ud still be a fag if i was lolz
1012,2,<username> and the yankees gave you a win happy birthday
1013,0,<username> youll make the team them niggas trash lol
1014,2,<username> sounds like they are holding back infoyankee shill
1015,0,porch monkey 4 life
1016,1,<username> ok i guess you aint colored so so dont know da channels
1017,2,rt <username> <username> tell him that you chose a not to trash the environment while trying to save it like a hypocritical douc & 8230
1018,1,ok ma texas bitch keep textin me callin cryin stressin me & 1041190 bout where i been but i been with another bitch allegedly & 1043351 & 1043360
1019,0,<username> <username> dont forget nappy headed butt ugly bitch whos married to a muslim
1020,0,rt <username> any bitch who need a crowd to fight is clearly easily influenced & amp weak minded & amp most likely will commit suicide & 128514 & 128514
1021,0,<username> <username> <username> coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards
1022,1,oreos and ho hos put into milk
1023,2,<username> bread in general aint too good for yabut honky bread the worst & 128514 & 128514
1024,2,<username> <username> nee dat is na langdurig gepest wordenzoals ik al zeiin d kiem smorenis ook vb voor t kind hoe je moet optreden
1025,2,theres a green bowl high a spliff high a j high a blunt high a moke high and a moke coffee high
1026,2,i grew to hate blonde and primary colored weaves but that wouldnt stop me from requesting some good mouthwork
1027,0,<username> <username> <username> its retarded
1028,0,<username> but i live in the south lot more here my pop lives in rhode island hardly no niggers there
1029,2,<username> do yourself a favor and ball that up and throw in the trash
1030,2,<username> a video i made porn actress sexy capri anderson kissing video with charlie sheen <url> via <username>
1031,0,<username> <username> teaching that pretend son to b a pussy his son would have lace on his jock strap
1032,0,<username> stfu dyke looking hoe
1033,0,<username> <username> <username> shit your ass and shabbat your moms pussy u jew bastard ur times coming heil hitler
1034,1,i went to jail for a flock & amp came home wit a strike you went to jail as a bitch came home as a dike <username>
1035,1,i know that karmas too real so i hope you doin cool but still stupid ass bitch i aint fuckin with you
1036,0,rt <username> <username> youre a fucking queer
1037,2,old fellas water froze in that funeral home he got it unthawed and wants me to help get his pump going again that place spooks me manboo
1038,2,got chunky marmalade today of a greatful customer for my service over the past 2 yrs postietweet servicematters <url>
1039,2,e250 54 motor and tranny i have a 2008 54 triton motor and transmission with 5200 miles that came off a e250 <url>
1040,2,this is a sexy tweet rt <username> with a 60 lead yankees turn to matt thornton to finish off the red sox in the 9th
1041,0,<username> stfu white trash
1042,2,<username> <username> then the kid he sold it to brought it back to him cooked in a brownie
1043,2,rt <username> shy girls are undercover freaks & 128527
1044,1,rt <username> <username> <username> sharpton went from being a big fat snitch to a skinny bitch either way hes nothing but a carni & 8230
1045,1,rt <username> & 8220 <username> <username> <username> iont like yall always talking not even tryna be funny thou rns & 8221 & 128514 & 128514 & 128514 & 128514 bitch i do & 8230
1046,2,rt <username> <username> not only you and that pom stuff totally porn
1047,0,<username> @ me then faggot
1048,1,bitches make me happy rt <username> material objects make bitches happy iphone 6 <url>
1049,2,on the secret party mission live tweaking to mock fatpo
1050,0,rt <username> i dont support that ya idiot and if im a teabagger youre being teabagged openwide <username> <username>
1051,1,<username> lmao real shit though them bitches be dumb as fuck smh
1052,2,<username> thats hoser eh to you <url>
1053,2,& 9733 best asian massage on the park slope top rated spa & 9733 7186220221 24 <url>
1054,1,rt <username> cant even tell a bitch hey without thinking you tryna get at them lmao yall sumn else get real
1055,1,got a death wish against like 675 cunts im just no a happy man fuckittt
1056,2,cute dumb females trash
1057,2,<username> jordans are trash
1058,2,<username> pop wop and drop it tho
1059,1,all you bitches extra easy when yall drunk lol unless ur sober friends there to save youu
1060,2,rt <username> my son wyatt do rednecks have mullets to keep from getting red necks
1061,1,rt <username> <username> <username> this cunt is still talking holy fuck can you just get breast cancer already
1062,1,rt <username> if there was an invisible celestial judge who killed those who spew hate on palestinians celebrities & amp politicians would & 8230
1063,1,words for my single niggaz out here too many bad bitches better than the last so never sweat a chick man they confused and thats ok
1064,2,<username> random thought if a bird crossing the path of a fg try were impacted by ball causing it to deflect off course rekick or miss
1065,1,<username> raspy ass voice annoying bitch
1066,2,rt <username> shes browasken because ssidehe belihoeved
1067,2,<username> not if youre standing in btw the yellow lines
1068,1,winking emoji im about to fuck her right in the pussy
1069,1,ima spread that pussy out like a acre
1070,1,rt <username> if she has you know my name not my story in her bio you know she a hoe
1071,1,notice i dont make music for niggas that dont get pussydrake lordknows
1072,0,i swear these anon fags go to protests just to take pictures to post to twitter look i was therelike me
1073,2,rt <username> where all my <username> fans ny yankees victoriasecret fitness <url>
1074,2,apple need to add some colored emoji
1075,1,<username> <username> crazy bitch why
1076,0,<username> <username> hes a faggot
1077,0,<username> and <username> are faggots kbye
1078,1,finna favorite my last tweet so niccas will kno i been knew wassup
1079,0,<username> <username> <username> 34 of a citizen i said it for you maria you spic
1080,2,rt <username> thanks charlie <url>
1081,2,& 9733 best asian massage on the park slope top rated spa & 9733 7186220221 24 <url>
1082,0,literally every man in my fam copped a bad white bitch as a wife i aint even boutta break da chain unless a latina comes around
1083,1,i love german i wish nansemonds bitch ass had it
1084,1,rt <username> lrt exactly announcing that you could be a piece of pussy for a couple hours then irrelevant after that nothing cute a & 8230
1085,0,rt <username> brandon phelps a hoe ass nigga and wen i see him ima smack him like da lil bitch he is 300
1086,0,gotta love rednecks loud stupid stubborn and full o schitt
1087,0,<username> <username> its a nice way of callin yall honkies
1088,0,rt <username> my old man has a white galaxy phone cuz hes a fag
1089,1,boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal
1090,0,& 8220 <username> i love the song john doe dope & 8221 <username> <username> faggots
1091,2,<username> & lt & ltbest name on twitter ever aka jewbacca & lt & ltsecond best name on twitter
1092,0,people who go to church in hollywood ca are all white trash filth
1093,0,mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters fightpacquiao <username>
1094,2,rt <username> word and it dont make u a hoe rt <username> its okay to have sex on first date long as the feeling is mutual
1095,1,you the bitch nigga type you aint never had a fight
1096,1,rt <username> if more den 5 niggas can say dey fuked yo bitch u shuldnt be cuffin her & 8252 & 65039 & 128554
1097,1,<username> article is flawed took my first chp with brpd was well done even had 2 ghetto gals with a jammy hipurnt 9 but well done
1098,1,im watching youre next and this bitch just tried running outside and got her neck sliced
1099,0,rt <username> mine too & 128513 & 128588 & 128076 rt & 8220 <username> this ma niggah <username> & 128076 & 8221
1100,1,me loving a hoe is ah no no
1101,2,rt <username> ive only watched 10mins of this trash and i feel like i just wasted some valuable minutes of my life that i can never get b & 8230
1102,0,jennifer lawrences nudes sooooo trash im still smashin though no doubt
1103,2,<username> wasp eggs
1104,0,the south of the us is white trash
1105,2,this hot chocolate and famous amos too bomb right now
1106,1,rt <username> i know you have me blocked but next week bitch <username>
1107,0,damn <username> & amp his nigger music waking up the whole school in the morning & 128664 & 127926 & 128543
1108,2,chargers and raiders are both trash & 9889 & 65039boltupdoe
1109,0,bitch kill yoself go on to the bathroom and eat the pills bitch all of em
1110,0,<username> beans u beaner
1111,0,<username> this nigga & 128529 & 128529 know damn well you a coon
1112,0,rt <username> this faggit bitch tried to say she hoed for hd bearfaced bitch yusa fag
1113,2,george rockwell 2 of 3 speech at lynchberg armo & 8230 <url> proud to say my uncle kelly was at this speech in 63
1114,1,rt <username> one good woman is worth a thousand bad bitchesbut i still wanna fuck a thousand bitches
1115,0,<username> what did you search gay redneck episode 1 play
1116,2,<username> maybe baylee ann tater pud nurse fester charlie chainsaws & amp mama rot should be their own team next time in punishermaxd
1117,2,rt <username> demand everyones money & amp objects collectively be redistributed among their supporters
1118,0,<username> you gots da bet and da msnbc wit dat colored reverend who only listen to coloreds what else i missing
1119,0,<username> thats not bias its an objective fact that philly fans are cunts
1120,1,i cut you out of my life for a reason you stupid bitch dont follow me on twitta
1121,0,anyone who came to the us as an indentured servant is white trash
1122,1,saw my dog humpin this female dog the other day now the female is waiting outside my door for a quick hook up my dog gets bitches
1123,2,rt <username> this the i play soccer cheat on girls and wear khaki coloured cargos haircut <url>
1124,2,rt <username> <username> np big nig nig
1125,1,<username> remember that african bitch we used to work with at cmi
1126,1,rt <username> them same hoes that was fucking my dick turn on me lol fuckem tho
1127,1,rt <username> karmas a bitch and so are you and i genuinely mean that canttrustanyone hatefakepeople
1128,2,why is all these artist and new ones making so much trash
1129,1,rt <username> and i aint got time for bitches gotta keep my mind on my mothafuckin riches
1130,2,rt <username> cal has a day off and for giggles heads to yankee stadium to hang with derek jeter yep coaching at uk is probably weari & 8230
1131,2,here we go brownies here we go woof woof
1132,2,fake tits & 8220 <username> a hoe & 8220 <username> can u guess what i was & 8220 <username> twitpic your halloween costumes & 8221 <url>
1133,1,<username> that old cunt needs to sit down
1134,0,rt <username> i got called a faggot for buying girl toms so now im gonna fuck that person in the ass
1135,1,thought i told you not to trust these hoes
1136,0,<username> new york niggas quick to take off on a bitch in public boy lol
1137,1,& amp & amp some of you hoes too <url>
1138,0,that was my faggot rant for the night
1139,2,and now jihadis bragging about a massive bombing in sadr city in baghdad iraq onslaught
1140,1,ill never let a broke bitch influence me & 128564
1141,0,<username> gerryshalloweenparty <url> halloween was yesterday stupid nigger
1142,1,rt <username> & 8220 <username> next person i see tweeting that bitch shitting on herself im unfollowing you & 8221
1143,0,<username> congratulations you are officially fucking retarded
1144,0,<username> i fuckin want out & gt im tired of this bullshit faggot ass closet racist wannabecommunewithoutrailroad state & gt cali
1145,2,redneck tow truck johndeere 4455 america <url>
1146,2,rt <username> obersturmfuhrer matthias my wife is a superb financial brian carry on with your labelling in her presence and see ho & 8230
1147,2,rt <username> i dont think i even been in a real relationshipi thought they was real but they were just trash
1148,1,on a scale of 1 to redneck im watching days of thunder right now gocruise
1149,1,time to go make the gym my bitch
1150,1,and dis shit is for the birds 2 <url>
1151,0,need a bitch to drop it down for a niggah
1152,0,rt <username> ann coulter admits on fox news that america has a negro problem crime tcot gettingreal
1153,0,<username> i bet hes a starbucks queer
1154,2,a white lighter is bad luck not yellow ur stupid
1155,1,dont show me no bitch unless she look like dolly parton
1156,0,<username> <username> to & gt <username> get past boot camp and go active a few years see what we really do daily you liberal pussy
1157,0,<username> <username> <username> i dont likes dat magazine all da black folk look like dey one chromeasome away from da ape
1158,0,looking like a hillbilly and not matching is what i do best goodnight losers <url>
1159,0,i like how niggas try an come at me and im like do it then bitch and they dont do shit pussies
1160,2,anybody want to take me to pollo
1161,2,<username> the early bearded man gets the clam herkfacts
1162,1,<username> bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didnt think ik did u
1163,2,laughing at my deck that they gave me yellow and jesus stencils all over it
1164,1,lmao did u really just call me a hoe lol <username> <username> <username> yeah you hoe
1165,1,<username> i got u bitch
1166,1,rt <username> jeter to arod from class to trash
1167,0,only white trash would call slants and hindis and moslems their equals
1168,0,rt <username> rt nigga bitch him & 8220 <username> i will never date a female with another niggah name on her lol wtf & 8221
1169,0,<username> <username> so you support illegals coming here and spreading disease among americans dream that bitch
1170,2,cant beat a score of 12 on flappy bird givingup
1171,1,rt <username> its 2 things in this world that i aint seen thats a ufo & amp a bitch that i need
1172,0,<username> <username> what do you want fag
1173,0,<username> <username> all of these rednecks and none of them can keep the fire lit & 128514 & 128514
1174,2,or im vibing and they ask to see the aux cord knowing they bout to play some trash & 128530
1175,2,if youre not directly descended from european royalty and upper nobility then youre not fully human youre just common gutter trash
1176,1,<username> <username> <username> but yo scary ass dont want to see me tho stfu talking am u know where i be at pussy boy
1177,0,rt <username> happy birthday freshman faggots <username> <username>
1178,0,& 8220 <username> & 8220 <username> <username> u a regular nig u played out b & 8221 lol ima b ig famous & 8221these days that counts for somethin
