label,tweet,id
1,RT @Now_Thats_Fresh: Your girl's hoe friends gonna gas her to cheat on you. A tall nigga with abs start stroking on her in the club &amp; they &#8230;,551
1,RT @UrKindOfBrand: Vote or Die bitches,552
1,"My dad's friend was telling my dad and I about how he ""got some good pussy last night"", and how she was a ""good lay"". It was a real bummer.",553
1,I hate a don't get shit done ass nigguh,554
1,"""I woke up like thi-"" bitch go back to bed",555
1,RT @T_Madison_x: A hoe ass nigga will never change,556
0,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr",557
1,RT @DFcuknAwesum: Kirk ain't nothing but a bitch #Love&amp;HipHop,558
1,You don't HAVE to say it. You showed yaself. RT @UptownRaised: Bitch nobody said I did now shut the fuck up that fat made you retarded @VofD,559
1,Can't have a bitch with no future or goals. I love kids but if you're not a parent first I can't deal with you,560
2,"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",561
2,"RT @NEOMD71: Bizarre sports week in Cle.

@Browns win a game that felt like a loss,failed ex-Browns QB's duel each other, and @cavs lose ho&#8230;",562
1,RT @NikoWavy: If you know yo pussy smells like death why tf would you sit there an let a nigga finger you? Bitches have no shame man.,563
1,RT @JAYREIDOFFICIAL: Check out JOY and PAIN my nicca @Im_Yung_Jay #mme1636 #blackkingz https://t.co/EZuQc2KnYG,564
2,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal,565
1,You ask me about 2014? I'mma make dat bitch my bitch!!,566
0,Fuck ass redskin corners,567
2,RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet,568
1,"RT @SheswantstheD: If you take your girl back after she cheats on you, you're a little bitch.",569
1,"@jayboogie_16 yeah, SOME NIGGAS are straight bitches.",570
1,"My problem is I got a STRONG ""IDGAF"" attitude. Ion show NO Feelings to these pussy mfs &#128175;",571
2,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",572
1,RT @DJZeeti: i couldnt host 106 and park .. i'd fuck too many young bitches,573
1,@HughSpliffner hurt hoes be like,574
2,"@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews",575
1,I remember when this lil bitch caught me slippin n had me get ina car an 2 mins later I'm lookin at this nigga holdin a gun in my face.,576
1,this party goin be off the chain/bad bitches only http://t.co/Qx7BZLFh,577
1,"RT @_BeautifulKeezy: hoe bang this big | | and she got nerves to think she better then us , bitches have no chill &#128564;",578
1,@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass,579
0,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",580
2,@skyereyes_ you a Oreo cookie now.,581
0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.",582
2,"@RainCaudillo word. Do any of ur decisions include anchor, feather, infinity sign, bird?",583
2,"&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld",584
1,"RT @iAmBitchassness: stop fucking calling these legends trash. Cuz the top artists of our generation ""take"" from the legends.",585
0,@OG_HARM @moetzart @duckydynamo look at this nigger ass nigger shit right here,586
1,"Heard them haters talking, I heard them bitches fucking.. I must be doing something right",587
1,"RT @sadiiex_: @x_NWTS answer you phone hoe, I heard boutcha",588
2,@GossipCop jay-z and bey they will never be..jus trash,589
1,"&#8220;@WEEEDITH: All I want is bitches, big boooty bitches&#8221;",590
1,"seriously, who cares what color somebody is? that makes you a huge faggot in my book.",591
1,"RT @JoeBudden: Cuz soon as u start doing the wack/cute shit w a hoe, she&#8217;s your girl&#8230; Really.",592
2,"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!""",593
1,&gt;_&lt;.. RT @ItsTheBOOMshow @FricknAwesome metal monkey balls!,594
2,@kilmeade @foxandfriends don't you mean crowd not crows,595
1,@angelo_GL oh yea a-lo aka mr bitches lmao,596
1,&#8220;@CauseWereGuys: One wrong move and consider your bitch mine http://t.co/01VJZqnaHh&#8221; @its_gabbyElla @Lyssa_Rae16,597
1,&#128514;&#128514;&#128514;RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches,598
1,@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,599
1,@deadgrl_666 she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch,600
2,lil spook and yung lean and robb all night,601
1,My neice getting so big ... She ready to punch on sum bitches lol http://t.co/lRyDtD5MQb,602
1,@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address,603
2,is she choking it!! &#128563;&#128563;&#128584;&#128584;&#128553;&#128553;&#8220;@AwwAdorabIe: I want a pet monkey &#128553;&#128525; http://t.co/w7Yr5xKLSC&#8221;,604
1,Can't stand a bitch that always feels the need to be doing somethin. Sit your ass at home and be bored you ain't gotta be a hoe all the time,605
1,I don't have another face other than my bitch face. &#128139;&#128128;&#128148; http://t.co/lWHzwbQBZk,606
1,"So my coworker is yellin at my other coworker and I so I'm like ""Who you talkin to? Cuz it's not me"" then she wanna bktrack like no bitch",607
1,when im there with a ghetto ass accent being shy as hell like,608
2,A teen was running around Target in monkey pjs screaming OO OO AH AH &amp; the fitting room girls were cackling. Was today designed to annoy me?,609
1,If you act like a fucking retard when your high it's over mane stay away from me.,610
1,Lookin for your bitch she probably with me ?,611
2,@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.,612
1,I'll quit being a bitch when you quit being a fake friend. &#128077;&#9996;&#65039;,613
1,"These niggas designing these bitches, they got zippers on hoes",614
1,"RT @DezzzyBo: I want attention yet she's on twitter talking about getting somebodies dick wet tonight and what her tongue does, deez hoes g&#8230;",615
1,#pause but niggas is bitches tho RT @CornerBoyP: Boy niggaz b so bitch made u cud kiss em n da mouth!!,616
1,' My Charger got my fucked up &#1041184;&#1041185; Finna wrap the cord Tf around my phone this bitch finna charge today cuhz &#1041204;&#1041204;&#1041184;&#1041184; .,617
1,@Anita_Farid @Angjly LMAO &#128514;. The side ho gets all the real action anyways .,618
0,@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag,619
1,@Dre_Day200 nig nog,620
1,RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?,621
1,@Marcfoor4 bitch you can get to.,622
2,"RT @Nintendo_Legend: Asked three-year-old niece why the sun is yellow. Her reply: ""Maybe there's bees in there.""",623
2,@alberdough check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco,624
1,Lmfao RT @GahDamnAnimal: Fat hoes in tight clothes be lookin like a half opened can of biscuits,625
1,&#8220;@GlitteredInPink: You gotta fuck every race just to see which dick/pussy you like the best.&#8221; thot,626
2,The birds and the bees &#128038;&#128029;,627
1,"I cannot be worried 'bout no bitch
Cause I know a bitch could be somewhere sucking a dick (ayeeee)",628
1,@ZwengerSierra how about you @ me bitch,629
0,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,630
1,"RT @deno_5: ""hoooow bitch how"" &#128514;@UglyAssDerrick",631
0,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",632
1,RT @DerrickJaxn: Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent,633
1,Give a hipster bitch a yellow stick now she suckin dick in the hood and shit -Othot,634
0,@McwilliamsBrett shut your legs hoe,635
1,"RT @RappersSaid: When Tyler the Creator said ""Rape a pregnant bitch and tell my friends I had a threesome"" http://t.co/mBrtvpUaKt",636
1,i pop dontae already &amp; i got bitch for dah Big 30 yaknow&#128553;&#128588;&#128176;&#127922;,637
1,My dog is number 1 bae and way over these hoes &#128514;&#10084;&#65039;,638
1,These lil hoes sitting across da way too fuckin loud. Like damn hoe your sittin less than 2 feet from each other shut the hell up,639
1,@SethMacFarlane Deep in my pussy were your tongue should be. Dial 911 if you need halp.,640
1,"hate when you point out truths to people, and they flip the script like you're in the wrong, bitch what ?",641
1,Don't be a little bitch or I'll do this to you:) http://t.co/dty2geaVkE,642
1,lmao RT @SirRocObama: Tu Madre RT @WaymoTheGod: nacho doritos trash,643
1,@lukejohnson06 @laurenbeckkkk1 @lllexiss hey dude watch who your calling a bitch..,644
1,Your bitch only wanna fuck when you doing something that has nothing to do with her.Like playing video games or watching the game.,645
1,RT @Doctor_Johnson_: You can't appreciate a woman if you're entertaining hoes.,646
1,"RT @CreepGawddess: ""Uhh bitch, don't tell him ""Bless you."" when he sneeze. He got all the blessings he need with ME."" http://t.co/z4P52LbfeK",647
1,RT @SwallowMyChakra: Crying RT @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?,648
2,"Get here! MT @NevadaPR: #Sierra #skiers, @VirginiaCity offers a fun break from the slopes. Sweet #deal: http://t.co/otJ5Uxqbna
#TravelNevada",649
0,@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,650
1,RT @Lydsortiz: Can't treat these hoes like ladies man...,651
1,"&#8220;@gallinofmilk: I'm a faggot"" I agree",652
1,"&#128588;RT @Ke2yourheart I don't want my man txtn, tlkn, lookin, yet alone speakin to you hoes. I'm not insecure at ALL. y'all hoes CANT BE Trusted",653
1,&#8220;@cmencarini: I dont trust girls&#8221; cant trust these hoes,654
1,anybody on the team has permission to fuck my bitch @Royals,655
2,RT @Luke_Grossman52: That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &#8230;,656
1,@tayisbae @stilIgucci @spxrklybubbles what she means is shes a fat bitch,657
1,Yo bitch a freak fucked ha to sleep and dat was the last time I was slept on. . .Shit I woke ha up nd fucked ha again so she aint sleep long,658
1,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe.",659
1,@bonnoxxx &#128514;&#128514;&#128557;&#128557; since day 1 u remember tha bitches in alabama lmfaoo #BIG,660
1,RT @_twelvestarr: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO,661
1,@MoeEaseYaMind bitches crazy &#128553;&#128514;,662
1,You can't blame me for the bitches I attract.. Y'all say ima asshole when I talk about hoes... but that's kinda what I be having.,663
1,"her pussy like me, her heart like fuck it.",664
1,RT @Ilovebamf: #tbt with these bitches glad I met these fucks @Savage_530 @Brandonjw02 @JP_Gentleman #Friend&#128563; http://t.co/NHEeCJ7ukb,665
1,Then again... bitches are expensive and I'm on a budget boo. I can't afford all that shit you bitches be wanting.,666
0,bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#8230; http://t.co/ZdWd3l8M,667
1,RT @LiveAndUncut: Good pussy takes your mind off the struggles and stresses of everyday life,668
1,&#8220;@H8UHOES: Lmao lexy such a hoe &#128514;&#8221; lmfaooo,669
1,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did,670
1,This ain't no mf http://t.co/dOOeogiROg bitch ass.,671
1,Makeup save you hoes,672
1,"One thing I hate more than Lightskin niggas, is a Confused bitch like either you go fwm or you gon fw these niggas. &#9995;&#128564;",673
1,Two days gone she been gone so long you can't get her on the phone cuz that bitch done been wit meeeeee,674
1,"RT @MrFrankOcean__: Kim K a hoe, because she fucked 4 dudes we see on TV? Some of you hoes have fucked 40 dudes that don't even got a TV ...",675
1,"""@adriwadrri: No love for these fuck niggas"" hoes*",676
1,"RT @oh_sh1t: Damn, I got bitches *kanye voice*",677
2,@cnnbrk let me guess they have yellow cake too? Same crap different president,678
2,"Please stop scoring, otherwise you won't have any runs for tomorrow against Romero #Yankees #BlueJays #MLB",679
1,"Apologizing in advance for my actions, I'm thee biggest bitch when I'm studying &#128522;&#128299;",680
1,"why even get pregnant by someone that isn't an never will be fit to be a dad, smh stupid stupid hoes",681
2,the bird with the aim of dreams https://t.co/jkX6dsqXcq,682
1,@IzThat_xp @xDSmooth lmao denote got a bitch here right now but he love her,683
1,http://t.co/74uLxaf &lt;--this bitch @vewxyz,684
1,where r the fun twins at @TheJsimps I'm trying to lick cheeto dust and coleslaw off your nips,685
1,""" jus meet son now he ya mane ass bitches "" #Shots",686
1,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",687
2,@ballzahoy cowboy killers.&#128525;,688
1,@Z_MEGA fasho fasho .. Hurry ya ass up nicca,689
2,RT @Kicks_AndTits23: Lewis so trash lmao,690
1,why is this thirsty white basic ass bitch still talking to me gtfo,691
0,"@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch",692
1,RT @lumponthegrind: Great pussy will have you doing shit you would think you would never do,693
1,First of all you my type of bitch,694
1,@wodaeeex3 hoe yu came at me first tf,695
1,"Im rick james bitch, show me ya titties",696
1,&#128514;&#128514; bitches get stuff done. http://t.co/GvFpk65ah5,697
1,@grrizzIy pudding it right in her pussy,698
0,America is white trash and so are all Americans.,699
1,RT @RahleeFranklin: don't cheat if she a down bitch,700
1,"@bogglethemind83 @AJ0427 Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this bitch""",701
1,&#8220;@abigayvazquez: @_Nicole214_ @TonyJetsFoo yeah he lowkey loves me he knows he's ma nigga &#128076;&#8221;we don't love these hoes,702
1,i wont get catfished anymore tho bc im no longer trying to stick myy pp into Twitter hoes,703
2,@mr_republicann chik fil a. hipotle is trash and taco bell will give you the runs,704
1,Oh it was multiple DNA on ol girl man they ran a train on that hoe &#128514;&#128514;&#128514;,705
1,Lol they tricking niccas left n right,706
1,I swear that hoe b trying it...,707
1,@sorryimnicki that would be a joint then retard,708
1,"If you see me , SPEAK bitch. !",709
1,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",710
1,I start Garfield Monday .. Yeahhhhhh lil bitch &#128526;&#128526;&#128526;&#128526;,711
1,"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;",712
1,Finna get 86'd cause bitches in coming at me wrong,713
1,@ClicquotSuave I would dead upper cut that bitch,714
2,"&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
THE BAMBINO IS WATCHING!",715
1,""" if you're toes ain't done you pussy stinks """,716
1,I had a date wit Irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking Cunt Irene up ur ass no grease,717
1,RT @quirkisms: Jeter to A-Rod. From class to trash.,718
1,"RT @trillycjuicy: I'm really chill. I talk to everyone, I'm far from being a stuck up bitch.",719
1,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass 4 jammin jiggaboo music,720
0,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,721
1,those random kids who sit at the plaza all day with their shitty cars #faggots,722
1,"one time for the real niggas , two times for the bad bitches .",723
1,Who's ready for nigger spam?,724
1,Y u a bitch doe?,725
2,@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies,726
1,U see a super bad bitch in the club with a nigga that u just can't understand how he got her 99% chance he meet her at #happyhour,727
1,Gotta watch these hoes &#128064;,728
1,"Do your dick hang low, do it wobble to and fro, can you tie it in a knot, can you stick it in a hoe?",729
2,With birds ill share this lonely view,730
1,I've been sleeping with my mom for the past few weeks and I swear this bitch is having sex dreams or something always moaning in her sleep,731
1,These hoes aint yours,732
1,"RT @FriendlyAssh0le: ""If you dont text me first, we dont text at all""

Thats why you're lonely and single, you stupid bitch.",733
2,"RT @FukTylar: ""Heard you was talkin trash like I wouldn't find out"" http://t.co/8LpcnHM9XB",734
1,Whos pussy is it she said richie's,735
1,Any pussy I had I can get again!,736
1,Damn that bitch dumb,737
1,This hot ass black girl from twitter goes to WOHS lol. That's cray. I thought she was some alias ass bitch from miles away,738
1,"Subtweeting little bitch ""taking the high road""",739
1,"Love you more, than those bitches before. Say you'll remember, baby, say you'll remember. I will love you until the end of time. &#9203;&#128149;",740
1,RT @DrummerKid0328: You prolly don't like me niggah I don't really give a fuck how you feel &#128175;,741
1,&#8220;@bbluedreamm: &#8220;@Pouyalilpou: depressed but I got hoes&#8221; same&#8221;,742
1,"I'm sick of niggas lying. I'm sick of bitches hawking. Matter of fact, I'm sick of talking. RIP BIG http://t.co/WQ5YXWgHd9",743
1,@Juss_Vinny @kkarleigh if he wants bitches tip toein on his marble floors he will &#128521;,744
2,Text me instead of playing flappy birds #SoIKnowItsReal,745
1,"Girls be tripping with that ""you got hoes"" shit, I do know other girls that are my friends!",746
1,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks,747
1,"@w1LLiam_ bruh we was my fam, nd yeah pussy niggas get no respect.",748
1,Yo that teacher in Baltimore wasn't bullshitin with that bitch lmao,749
2,RT @ZitlalyL: It's okay chiquito &#128514; I'm not in the ghetto anymore &#128524;,750
1,If I fuck a nigga bitch ima just record it an keep fuckin her til she play dumb then ima have to show him,751
1,&#8220;@TweetMeTFOut: You goofy RT @ViriDoesItt: Only goofy niggas simp over chicks with community pussy..&#8221; Who are you?,752
2,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag,753
0,@NotoriousBM95 @gezus__ @Rodriguez5_ your getting blocked faggot,754
1,"My brother thincc im playing he keep putting the AC on 60, fuccing wit me I'll break it &amp; we will ALL be in this bitch burning UUUUP &#128293;&#128293;",755
2,&#8220;@Tom_2Times: Making weed brownies tonight&#8221; goin slide me a batch relo,756
1,@SchoolBoyG_ why you gotta phone in your avi texting but you got negative bitches?,757
1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",758
1,RT @darahkcarter: I don't have a key to my car that bitch foreign &#128080;,759
1,I find a new song I like and play that hoe way more times than I should lol..,760
2,@_spenceyy @5SOS not scanger,761
1,RT @johntherealman: So I see no ones participating in the twitter purge #pussies #ihopeitssuposetobetonight,762
1,"@Midnight_Snacka bitches like u be proving my point, u speak on shit u know nothing about I got a fucking at studio movie grill just stfu",763
1,Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas,764
1,RT @BBflockaJames: Point proven ima catch you bitch RT @Aj_Swagggg: @BBflockaJames ok bud,765
1,"I'm cold as a bitch and don't even need a fleece, and if she a bad bitch tell her drop to yo knees.",766
1,You got niggas and I got bitches,767
2,"&#8220;@iamkrause: All I see in every #IfTheyGunnedMeDown tweet... http://t.co/XWmkac1Aw6&#8221;
Dis be like da colored Brady Bunch",768
1,"Any man even considering plastic surgery is gay gay gay imagine ya boy say ""I'd get more hoes then u after I get these new lips"" &#128514;&#128514;&#128514;",769
1,@___kd_ i need 2 of the bitches,770
1,@TheRealKevinMcB Sauerkraut Saul is a punk ass bitch,771
2,@d6_9b idk... It's trash though!,772
2,Today's Spy Ops: (His soles need a cleaning lick lick. I bet this cuties sneaks smell good) http://t.co/c7Hj3DvNgp,773
2,RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,774
0,RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,775
1,RT @CobeNotKobe: All hoes lie.......,776
1,"If my anger materialized, it would be a fucking atom bomb to blow this bitch up.",777
2,Hey @DreamShakeSBN fans. If anyone is wondering what the yellow tab on the back of the collar for - it's for teams that have won a champion,778
1,"RT @_sheswatsPOPPIN: js met a lil bitch wit a long name mufucka had more letters den Tennessee, I go gorilla ina pussy, RIP&#128527;",779
1,"I know when Woods, Kofi and Big E were forming up, R.Truth was like ""Ain't that a bitch"" #FROhorsemen",780
1,He was talking about I'm on one lol. How was that even possible when I was on a cruise ship with no phone service negro?,781
1,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",782
1,"Aint #WCW jus ""bitches i wan fck"" day?",783
1,Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via @ESPN Champ Drive http://t.co/Go1XTsuv6O,784
1,"My bitch work for chic fil and she says this is not real b ""@Dory: RT TO SAVE A LIFE http://t.co/5d42kQVo50""",785
1,"U can't stay the same &amp; expect change. U can't truly expect a good man if he call himself nigga, nigger.It means the same; A No Good Person!",786
1,"RT @macktology101: ""I need a guy that can put me in my place"" bitches that think they're zoo animals",787
2,Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS,788
2,RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash,789
2,"RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x",790
0,George michael such a fag,791
1,@jaureguisturnt them bitches smell like my farts i been holdin in since 5th grade,792
1,"RT @WeedHumor: Marijuana is a gateway drug. It leads to happiness, great sex, pain relief, and increased patience with crazy bitches. And w&#8230;",793
1,"RT @Xicana_Susie: RT @ScruffDaddy_: &#8220;Why that bitch lookin all in the car, u know her!?&#8221; http://t.co/BQiu9q7qjv",794
2,Kanyeeeeeee is just a yard ape acting idiot!just stupid...,795
1,Yo can you guys stop being little bitches just know everything happens for a reason of your meant to be you will be &#128079;,796
2,"RT @DamierGenesis: i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything....",797
1,These side bitches winning son ...,798
1,Double tap and imma be honest hoe honest hoe &#128514;&#128514; http://t.co/T5iBbIGRUl,799
1,Life is too fuckin short for free bird,800
1,RT @icyunv_shakia: &#8220;@1017_Sqquad Iont got not type ... Bad bitches is the only thing that I like&#8221;,801
1,RT @Now_Thats_Fresh: I bet its higher than that RT @_DealMethToKids: &#8220;Why do you think all women are hoes? Not all of us are hoes.&#8221; http://&#8230;,802
0,"@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim",803
1,RT @arigold_88: Jordan wearing bitches need to grow tf up,804
1,' Ima real young niggah witha muhhfuckin attitude &#1043359; Walk up I'm yo spot you would think a niggah mad at you .,805
1,If i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,806
1,Ross got Amber Rose naked these hoes ain't loyal wiz,807
1,@WyattNuckels @DarienDaywalt hear that you dumb bitch he said no one likes you!!!!! #ohshitnigga,808
2,@JustTooMuchCake Lmao. it bel ike that nowadays,809
1,"Bitch I'm the man that's right I said it, bitch I'm the man don't you forget it. &#128527;",810
1,@ISmashedYoGurl @Jonathan_Scott_ ahhh stupid bitch!,811
0,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.,812
0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv,813
1,"Never keep leeches in your life. If bitches take more than they give, it's time to cut them off",814
1,@theshardyrebel cuz ur a sellout bitch fag,815
2,Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,816
1,"RT @CoffyBrownChi: If he don't believe you, no refunds hoe.",817
1,"RT @itsDC_2x: ""Just texted my phone, this bitch just blew my high!""",818
1,Spittin Crystal in a bitch face was Larry Johnson's funniest moment in my book. Sue me for having a sense of humor.,819
1,RT @Dayma_micaela: I want a baby but im young and retarded so no,820
1,"My bitches are related . They are ""kissing cousins"" . &#128557;&#128557;&#128514;",821
2,"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 http://t.co/aaMJhHOW7y",822
1,@JMuggaaa &#128527;&#128553;leezy got all the bitches,823
1,@helloookrisssy lol I don't got nothin against nobody witta man. I'm just sayin summa these hoes be lyingggggg,824
1,@JustKarahn dnt use my shit against me hoe,825
1,"@DRSlaten I view hackers on the same level as shoplifters - bitch slapped into the lake and held until drowning. Harsh, but yeah. Hate.",826
1,*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*,827
2,"RT @MaxAbrahms: When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;",828
1,"RT @KillAllSimps: Ariana Grande built like a 13 year old Chinese boy, bitch shaped like an iPhone 3GS but niggas go crazy over her.. She no&#8230;",829
2,&lt;-- nudes are trash,830
1,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one",831
1,Eat the pussy like http://t.co/x0JDphNW53,832
2,"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow",833
1,Know that the bad bitch got ittt &#128553;&#127908;,834
2,@FloralElephants THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!,835
1,"RT @JessicaChasmar: Media Matters executive behind #StopRush campaign blogged about &#8216;trannies,&#8217; &#8216;homos&#8217; http://t.co/mje5KVl7rf http://t.co/&#8230;",836
1,"""This is for my ghetto motherfuckers"" -Missy Elliott",837
1,@JZolly23 also is search of dirty white trash hookers for the weekends,838
0,@vinny2vicious faggot I knew you weren't really my friend.,839
1,Watch my Twitter bitch,840
1,It ain't nothin to cut a bitch off,841
2,"Dude was talmbout ""I don't know why everyone hates Nickelback!"" Because they're trash, that's why.",842
1,"@ASipOf_Mocha Dr. Phil, I'm having trouble figuring out what my fat ass wants to eat, where are the drinks and the bitches?",843
1,If you hoes stop shaving I'm running around spraying nair on all of y'all.,844
1,Eat my dick bitch,845
1,&#8220;@TrapFuhrer: When her nudes trash you gotta draw clothes back on her and send em back http://t.co/jX7Mc32BkV&#8221;&#128128;&#128128;&#128128;&#128128;&#128128;,846
1,My lil cool ass bitch she from northside &#128525;&#128175;&#128184;&#128079;&#128081;&#128581;&#128079;&#128540;&#128176;&#128525;&#128525; http://t.co/HCD2ru78pH,847
1,@EverybodyHatesX shut up bitch and focus on that L tomar,848
0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",849
1,"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",850
1,RT @SoTrippyWhit: &#8220;@laaaeee: I swear to god Whitney is a Regina George. &#128128; http://t.co/bttoCzQK5S&#8221; wow im a bitch &#128123;,851
1,It's winter up this bitch http://t.co/kYYckry6Qk,852
1,call me bitch @GlitteredInPink,853
1,&#8220;@iKayKing: Things hoes say... https://t.co/i9zs1OUd0I&#8221;,854
1,@_Djweezlove not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi,855
1,@kieffer_jason meet up then and stop hitching out and back your words up pussy,856
2,respect the birds. peace in pieces.,857
1,I'm just on this hoe to laugh,858
1,Put a b&#299;tch pussy on first 48,859
2,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",860
1,"Okay I'm gonna need for everyone to stop calling Rihanna a hoe , k thanks .",861
1,These bitches finna fuck up my birthday week...,862
1,RT @LouieVRee: If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes,863
1,&#8220;@verkannt__: &#8220;@what_evaittakes: Nasty pay the bills bitch&#128540;&#8221;&#128524;&#128524;&#8221;&#128514;&#128514;&#128514;,864
1,@thecoreyholcomb I'd give that hoe the finger everyday at work until I get fired for it.,865
1,i hate my manager so much she makes me wanna throw silverware at her stupid bitch ass,866
1,RT @sofancyy_: Swear these hoes ain't got nothing on me &#128107;&#128129;,867
1,@DJ_Workmann @BigMoneyNiquee mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan,868
1,what a hoe,869
1,"I ride around with #notint, so all them bitches can see me &#128526;&#128522;&#128129; #JetLife &#9992;&#65039;",870
1,RT @_shorrtstop: If you still put your pride in front of your feelings .. Then yes bitch your still childish,871
2,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.,872
